original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,keywords,cast_size,crew_size,director
Hunter Killer,en,False,40000000,/hE6Jh9FJiBrakHcT3vmWxM0GVpv.jpg,https://www.hunterkiller.movie,399402,tt1846589,75.331,/a0j18XNVhP4RcW3wXwsqT0kVoQm.jpg,2018-10-19,31672678,122,Released,Courage runs deep,Hunter Killer,False,6.7,1309,"Action,Thriller,","Original Film,G-BASE,Millennium Films,Hunter Killer Productions,Hishow Entertainment,SprocketHeads,Tucker Tooley Entertainment,",,"en,ru,","CN,GB,US,",1,"submarine,washington d.c.,sniper,pentagon,u.s. navy,special forces,russian army,naval base,russian president,post cold war,",29,312,"Donovan Marsh,"
Ocean's Eight,en,False,70000000,/ysM0PbmvxwojAUftlgdb8zjbK0l.jpg,http://www.oceans8movie.com,402900,tt5164214,71.125,/MvYpKlpFukTivnlBhizGbkAe3v.jpg,2018-06-07,297718711,111,Released,Every con has its pros,Ocean's Eight,False,7.0,5900,"Crime,Comedy,Action,Thriller,","Village Roadshow Pictures,Warner Bros. Pictures,Larger Than Life Productions,Rahway Road Productions,Smoke House Pictures,",,"en,","US,",2,"new york city,heist,spin off,estranged sister,the met gala,",125,118,"Gary Ross,"
Bohemian Rhapsody,en,False,52000000,/jNUpYq2jRSwQM89vST9yQZelMSu.jpg,http://bohemianrhapsody.com,424694,tt1727824,70.211,/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,2018-10-24,894027543,135,Released,Fearless lives forever,Bohemian Rhapsody,False,8.0,12391,"Music,Drama,","GK Films,Regency Enterprises,Queen Films,Tribeca Productions,New Regency Pictures,20th Century Fox,",,"en,","GB,US,",3,"london, england,aids,1970s,queen,musician,biography,based on a true story,hiv,male homosexuality,singer,fame,rock band,music band,lgbt,1980s,parsi,gay,2018,",55,262,"Bryan Singer,"
Scooby-Doo! and the Gourmet Ghost,en,False,0,/jzgh4rnPyThuxurQmHMQuQkGuMI.jpg,,533592,tt8660492,69.742,/AtHngeqD4K1Oj01ulWc1aDJhU8H.jpg,2018-08-28,0,77,Released,,Scooby-Doo! and the Gourmet Ghost,False,7.8,70,"Animation,Adventure,Crime,Family,Comedy,","Warner Bros. Animation,",,"en,","US,",0,"friendship,kids,",12,2,"Doug Murphy,"
动物世界,zh,False,125000,/qsimYNbLnak0QAHK3sopWzyW8H7.jpg,,518764,tt7946836,67.09,/kxc25B05Gq4CbCoWbyTFf9iF0wn.jpg,2018-06-29,0,125,Released,,Animal World,False,7.2,91,"Drama,Action,Adventure,Thriller,Mystery,Fantasy,",,,"zh,th,en,","CN,",1,,5,169,"Yan Han,"
Mission: Impossible - Fallout,en,False,178000000,/aw4FOsWr2FY373nKSxbpNi3fz4F.jpg,https://www.missionimpossible.com/,353081,tt4912910,63.931,/AkJQpZp9WoNdj7pLYSj1L0RcMMN.jpg,2018-07-13,791017452,147,Released,Some Missions Are Not A Choice,Mission: Impossible - Fallout,False,7.4,5506,"Action,Adventure,","Paramount,Bad Robot,Skydance Media,TC Productions,Alibaba Pictures Group,",Mission: Impossible Collection,"en,fr,","CN,US,FR,NO,",6,"paris, france,london, england,spy,helicopter,plutonium,gun,countdown,race against time,sequel,motorcycle,violence,bomb remote detonator,handgun,hand to hand combat,kashmir,",51,222,"Christopher McQuarrie,"
Skyscraper,en,False,125000000,/oMKFQmoVgB69fyXfSMu0lGlHJP2.jpg,https://www.skyscrapermovie.com,447200,tt5758778,63.357,/3NL1FiTEhU4SWOuWk8lkVCbmnYm.jpg,2018-07-11,292351275,102,Released,Don't look down,Skyscraper,False,6.3,3456,"Action,","Flynn Picture Company,Legendary Pictures,Seven Bucks Productions,The Third Floor,",,"cn,zh,en,","US,",4,"china,fire,skyscraper,hong kong,high tech,security system,pearl,penthouse,world's tallest building,trapped in burning building,",57,128,"Rawson Marshall Thurber,"
The First Purge,en,False,13000000,/r4clWIxKeWoqrHspQP0XunuUmB7.jpg,https://www.thefirstpurge.com,442249,tt6133466,61.127,/litjsBoiydO6JlO70uOX4N3WnNL.jpg,2018-07-04,137056262,97,Released,A Nation Reborn,The First Purge,False,5.9,2692,"Action,Science Fiction,Thriller,Horror,","Platinum Dunes,Blumhouse Productions,Universal Pictures,",The Purge Collection,"en,","US,",1,"new york city,sequel,prequel,murder,violence,purge,abuse of power,",63,57,"Gerard McMurray,"
Redcon-1,en,False,0,/palbhPOSYf2g1p18vWd91dDhZLM.jpg,http://redcon1film.co.uk/,485811,tt2034176,54.605,/vVPrWngVJ2cfYAncBedQty69Dlf.jpg,2018-09-07,0,117,Released,War Has Just Evolved.,Redcon-1,False,5.8,146,"Action,Horror,","Apocalypse Pictures,",,"en,","GB,",0,"martial arts,blood,zombie,soldier,city,",37,28,"Chee Keong Cheung,"
The Nun,en,False,22000000,/fgsHxz21B27hOOqQBiw9L6yWcM7.jpg,http://www.thenunmovie.com/,439079,tt5814060,53.887,/sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg,2018-09-05,365550119,96,Released,Pray For Forgiveness,The Nun,False,5.8,4305,"Horror,Mystery,Thriller,","New Line Cinema,Atomic Monster,The Safran Company,",,"en,fr,la,ro,","US,",6,"rome, italy,nun,exorcism,father,supernatural,priest,spirit,violence,demon,spin off,evil nun,demonic possession,romania,murder mystery,ancient evil,the conjuring universe,",51,165,"Corin Hardy,"
Death Race: Beyond Anarchy,en,False,0,/W8V8d9bjLZURgEGbIB5TC70yaj.jpg,,401478,tt3807900,53.256,/1PrlKvPUbDQAqFQBCyyt68hLLl.jpg,2018-10-02,0,111,Released,,Death Race: Beyond Anarchy,False,6.3,172,"Action,Thriller,Science Fiction,","Capital Arts Entertainment,UFO International Productions,Universal 1440 Entertainment,",Death Race Collection,"en,hu,fr,","US,BG,",1,"prison,car race,sequel,street race,infiltration,",35,86,"Don Michael Paul,"
Smallfoot,en,False,0,/7t88SoT3Dd8DhGnQuVoSbMNUl3W.jpg,http://www.smallfootmovie.com,446894,tt6182908,53.234,/zfaiO7QgpcvR8XDOMokWLRfKeTE.jpg,2018-09-20,0,96,Released,There's been a big myth-understanding,Smallfoot,False,6.8,1028,"Animation,Family,Adventure,Fantasy,","Warner Animation Group,Warner Bros. Pictures,Zaftig Films,",,"en,","US,",0,"nepal,himalaya,musical,yeti,snow,anthropomorphism,creature,based on children's book,plane crash,",18,16,"Karey Kirkpatrick,"
The Equalizer 2,en,False,62000000,/a24i4Qw6qFTtkFLQsncv8WPwevj.jpg,http://www.equalizer.movie/site/,345887,tt3766354,51.961,/cQvc9N6JiMVKqol3wcYrGshsIdZ.jpg,2018-07-19,102084362,122,Released,There is no equal,The Equalizer 2,False,6.5,3135,"Action,Thriller,Crime,","Lonetree Entertainment,Fuqua Films,Escape Artists,Sony Pictures,ZHIV Productions,Mace Neufeld Productions,Colombia Pictures,",The Equalizer Collection,"ar,en,fr,he,es,tr,","US,",1,"rape,cia,martial arts,hostage,kidnapping,hurricane,drug dealer,sequel,revenge,murder,gang,massacre,violence,elite forces,vigilante justice,",52,264,"Antoine Fuqua,"
君の膵臓をたべたい,ja,False,0,/YLyORLsYIjC0d1TFBSpJKk7piP.jpg,http://kimisui-anime.com/,504253,tt7236034,51.816,/vHdVU0HyyB6k6kuYt8qjwTz9one.jpg,2018-09-01,33748006,108,Released,This is a story about an unforgettable spring...,I Want to Eat Your Pancreas,False,8.3,493,"Animation,Drama,Romance,Family,","ABC Animation,Aniplex,jeki,Futabasha,Studio VOLN,The Asahi Shimbun Company,Tohan Company,Your Pancreas Anime Film Partners,",,"ja,","JP,",0,"philosophy,based on novel or book,fireworks,high school,tragedy,coming of age,hospital,anime,",8,10,"Shin'ichirō Ushijima,"
Sicario: Day of the Soldado,en,False,35000000,/13VjjUeJ6mcDUB36XRu4YFpYNSm.jpg,https://www.soldado.movie/,400535,tt5052474,51.44,/msqWSQkU403cQKjQHnWLnugv7EY.jpg,2018-06-27,75836683,123,Released,No rules this time,Sicario: Day of the Soldado,False,6.8,2117,"Action,Crime,Drama,Thriller,","Thunder Road,Black Label Media,Orange Corp,",Sicario Collection,"en,es,","US,",2,"corruption,cia,sequel,rescue,shootout,explosion,brutality,violence,drugs,sign languages,cartel,neo-noir,mexican cartel,",86,234,"Stefano Sollima,"
Escape Plan 2: Hades,en,False,0,/xIAaN3AQqaJiN5RJ0WsmBady8Hq.jpg,https://www.escapeplan2.movie/,440471,tt6513656,51.366,/Aqhl55vpzxNFqVfc2DpedUsR39L.jpg,2018-06-05,0,93,Released,He's back.,Escape Plan 2: Hades,False,5.0,923,"Action,","Leomus Pictures,Grindstone Entertainment Group,Lionsgate,Summit Entertainment,EFO Films,",Escape Plan Collection,"en,","CN,US,",3,"artificial intelligence,prison,martial arts,teamwork,sequel,hacking,robot,escape artist,go,rubik's cube,prison break,guns,",34,92,"Steven C. Miller,"
Alpha,en,False,51000000,/nKMeTdm72LQ756Eq20uTjF1zDXu.jpg,http://www.alpha-themovie.com,399360,tt4244998,51.081,/afdZAIcAQscziqVtsEoh2PwsYTW.jpg,2018-08-17,35808437,97,Released,Leaders are born from survival,Alpha,False,6.3,1799,"Adventure,Drama,","Studio 8,Columbia Pictures,Sony Pictures,",,"en,","US,",1,"wolf,ice age,human animal relationship,wilderness,survival,snow,saber-toothed tiger,boy and dog,injury,prehistoric adventure,prehistory,bison,upper palaeolithic,boar,",17,161,"Albert Hughes,"
Goosebumps 2: Haunted Halloween,en,False,35000000,/h5BvesqaxL7V3vl1CmaR8waGyiM.jpg,http://sites.sonypictures.com/goosebumps2/site/,442062,tt5664636,50.213,/t2wy38iiMpB8WsgJi3lYeDnGh2H.jpg,2018-10-11,92503612,90,Released,Halloween comes to life.,Goosebumps 2: Haunted Halloween,False,6.0,912,"Adventure,Comedy,Fantasy,Family,Horror,","Columbia Pictures,Original Film,Scholastic Entertainment,Silvertongue Films,Sony Pictures,",Goosebumps Collection,"en,","GB,US,",1,"halloween,sequel,based on children's book,glasses,horror for children,ventriloquist's dummy,",61,23,"Ari Sandel,"
未来のミライ,ja,False,0,/wLal2P43d2v4AziqkB8i1E8FjAU.jpg,,475215,tt6900448,50.193,/b9XvI4Nehzi0nXyNVD6DtT39P6l.jpg,2018-06-16,27526961,98,Released,A daringly original story of love passed down through generations.,Mirai,False,7.2,373,"Animation,Family,Fantasy,Adventure,Drama,","Studio Chizu,",,"ja,","JP,",0,"daily life,time travel,family relationships,train,railway station,new baby,anime,",9,13,"Mamoru Hosoda,"
Re:ゼロから始める異世界生活 Memory Snow,ja,False,0,/lvmv1kDswTljpS1ojAmVOW1ZoTn.jpg,http://re-zero-anime.jp/,532321,tt8565186,49.275,/y7XwmyE5ue9hjk65fEWpO2hGU2B.jpg,2018-10-06,0,60,Released,,Re:ZERO -Starting Life in Another World-: Memory Snow,False,6.6,74,"Animation,Adventure,Fantasy,","White Fox,KADOKAWA,",Re:ZERO -Starting Life in Another World-,"ja,","JP,",0,"magic,time loop,parallel world,anime,",7,7,"Tatsuya Koyanagi,"
The Nutcracker and the Four Realms,en,False,120000000,/l2ji4YiNSPBV69WjGBgU0gCvRqy.jpg,https://movies.disney.com/the-nutcracker-and-the-four-realms,426543,tt5523010,49.045,/9vPDY8e7YxLwgVum7YZIUJbr4qc.jpg,2018-10-26,59522646,99,Released,Let the mystery unfold.,The Nutcracker and the Four Realms,False,6.1,1590,"Fantasy,Adventure,Family,","Walt Disney Pictures,The Mark Gordon Company,",,"en,","US,",2,"magic,fairy tale,princess,betrayal,magical object,based on short story,christmas,",36,38,"Lasse Hallström,"
Teen Titans Go! To the Movies,en,False,10000000,/pJbhAQBWl1JONGJrzuVBo8kjdg.jpg,https://www.warnerbros.com/teen-titans-go-movies,474395,tt7424200,49.027,/mFHihhE9hlvJEk2f1AqdLRaYHd6.jpg,2018-07-27,28646544,85,Released,The superhero movie to end all superhero movies. Hopefully.,Teen Titans Go! To the Movies,False,7.4,784,"Animation,Action,Comedy,Science Fiction,","Warner Bros. Animation,DC Entertainment,DC Comics,",Teen Titans Go! Collection,"en,","US,",1,"dc comics,movie business,superhero,hollywood,teenager,super power,duringcreditsstinger,metacinema,",29,24,"Peter Rida Michail,"
The Little Mermaid,en,False,0,/je4MyG770NstNjluJpdJGLNsGm2.jpg,http://thelittlemermaid.tv,385448,tt5493944,48.574,/7Ax9O1wlFL0Cjl8YLwuXDGthovf.jpg,2018-08-02,0,98,Released,A new twist on the classic tail,The Little Mermaid,False,5.0,686,"Adventure,Fantasy,Romance,Drama,Family,","Kingsway Productions,MVP Studios,Conglomerate Media,",,"en,","US,",0,"witch,mississippi river,magic,fairy tale,mermaid,werewolf,",16,6,"Blake Harris,"
To All the Boys I've Loved Before,en,False,0,/hBHxBOGQBTMX3bDmqKoAgniZ9hE.jpg,https://www.netflix.com/title/80203147,466282,tt3846674,47.915,/hKHZhUbIyUAjcSrqJThFGYIR6kI.jpg,2018-08-16,0,100,Released,The Letters Are Out.,To All the Boys I've Loved Before,False,7.8,6678,"Comedy,Romance,","Awesomeness Films,Overbrook Entertainment,",To All the Boys Collection,"en,","US,",0,"based on novel or book,high school,romance,first love,lost mother,woman director,young adult,sisterhood,pretend relationship,love letters,based on young adult novel,",24,140,"Susan Johnson,"
Extinction,en,False,0,/mPNGcX1j5SFeDETkvcJA9POaNx8.jpg,https://www.universalpictures.com/movies/extinction,429415,tt3201640,46.711,/qjnNdjrZIdi7d316SjjkgEjJRSg.jpg,2018-07-26,0,96,Released,We were not here first,Extinction,False,6.0,1233,"Action,Drama,Science Fiction,Thriller,","Good Universe,Mandeville Films,Universal Pictures,",,"en,","US,",1,"space,alien,mechanic,alien invasion,spaceship,",28,34,"Ben Young,"
An Interview with God,en,False,0,/cwGjbWqsM48pwDnnoWE0xB7VKtN.jpg,https://aninterviewwithgod.com,534338,tt5779372,46.361,/d9TeB8VLCgwSph2OSYK3lcHGf1f.jpg,2018-08-20,0,97,Released,What would you ask?,An Interview with God,False,7.1,155,"Drama,Mystery,","Astute Films,Giving Films,Big Indie Pictures,",,"en,","US,",0,"new york city,journalist,husband wife relationship,interview,god,intervention,troubled marriage,investigative journalist,celebrity interview,christian film,",7,13,"Perry Lang,"
The Debt Collector,en,False,0,/4EtSV3LmwHQSlmAeyn9pJ3ANtC8.jpg,,513691,tt7448180,45.591,/6C0etzPvnTRH2FnvG8iEPQwzu31.jpg,2018-06-05,0,96,Released,Violence first. Questions later.,The Debt Collector,False,6.0,84,"Action,","Tarzana Productions,Cohesive Entertainment Group (CEG),Compound B,",The Debt Collector Collection,"en,","GB,US,",0,"mafia,debt collector,martial artist,mob,",29,51,"Jesse V. Johnson,"
Mile 22,en,False,35000000,/2nOMUnQ4OtsKVTmpp3og7MYt4oG.jpg,,347375,tt4560436,44.937,/2L8ehd95eSW9x7KINYtZmRkAlrZ.jpg,2018-08-16,66308758,95,Released,Option 1: Diplomacy. Option 2: Military. Meet Option 3.,Mile 22,False,6.1,1487,"Action,Thriller,","STX Entertainment,Closest to the Hole Productions,Film 44,The Hideaway Entertainment,",,"id,en,ru,","CN,CO,US,",1,"cia,martial arts,handheld camera,car chase,top secret,black ops,political corruption,intelligence officer,elite forces,tactical command unit,triple agent,",31,87,"Peter Berg,"
Siberia,en,False,2000000,/rp6aXM2EWkaUdq6zbSlhUOY2869.jpg,https://www.siberiamovie.com/,438689,tt6494418,44.412,/eGfIsvdrUhTlQOkxQIELU7obDYj.jpg,2018-07-13,2006704,105,Released,This was not the plan.,Siberia,False,4.9,326,"Crime,Romance,Thriller,","Buffalo Gal Pictures,Summerstorm Entertainment,Company Films,",,"af,de,en,ru,","DE,CA,US,",1,"russia,missing person,siberia,fsb,diamond trader,american in russia,",34,141,"Matthew Ross,"
Skjelvet,no,False,6300000,/oqBTd53lYKJ63vbQpAxjDS6Pxvt.jpg,https://www.thequakemovie.com/,416194,tt6523720,44.169,/jht2FrJLaRH1lpsRHCownjIcgcO.jpg,2018-08-31,0,106,Released,The Wave Was Only The Beginning,The Quake,False,6.8,378,"Action,Thriller,","Fantefilm,",Wave / Quake Collection,"no,","NO,",0,"earthquake,geologist,catastrophe,disaster movie,oslo, norway,",12,10,"John Andreas Andersen,"
First Man,en,False,70000000,/jrudoaXcoLyHRPdolyOGemXgPEs.jpg,https://www.firstman.com/,369972,tt1213641,42.503,/i91mfvFcPPlaegcbOyjGgiWfZzh.jpg,2018-10-11,100546153,141,Released,One giant leap into the unknown,First Man,False,7.1,3712,"History,Drama,","DreamWorks Pictures,Temple Hill Entertainment,Universal Pictures,Amblin Entertainment,Phantasma Films,",,"en,","US,",4,"moon,based on novel or book,nasa,obsession,sacrifice,space travel,space mission,wife,biography,engineer,moon landing,based on a true story,history,space,cancer,astronaut,imax,historical event,death of daughter,compromise,test pilot,1960s,apollo program,neil armstrong,",91,51,"Damien Chazelle,"
Peppermint,en,False,25000000,/9krZX6T4EEs5eFpXgSi8jZkN48O.jpg,https://www.peppermint.movie/,458594,tt6850820,41.401,/jrzxS0vcbzIIay1sdYm0rgI2QfJ.jpg,2018-09-06,48818723,102,Released,The system failed. She won't.,Peppermint,False,6.6,1305,"Action,Thriller,","STX Entertainment,Lakeshore Entertainment,Huayi Brothers,",,"en,es,","HK,US,",1,"coma,handcuffs,bus,cemetery,fbi,grave,widow,vigilante,alcoholism,revenge,murder,flashback,drug cartel,blood,hospital,police corruption,torture,skid row,corrupt official,loss of child,corrupt judge,driveby shooting,",67,30,"Pierre Morel,"
UFO,en,False,0,/ib6uBItL5c7zgPgeXMMX809VeOs.jpg,,426865,tt6290798,40.195,/jdy1GTdaAXqhsCVOpIXokifYdCh.jpg,2018-09-04,0,88,Released,Sightings are never a coincidence. The cover-up ends here.,UFO,False,6.9,268,"Science Fiction,Action,Thriller,","Story Mining and Supply Company,",,"en,","US,",1,"airport,fbi,professor,mathematics,ufo,mystery,ufo sighting,",8,22,"Ryan Eslinger,"
Unbroken: Path to Redemption,en,False,0,/6nh02WC31a5Sg3HqK21JY1nHqFo.jpg,https://unbrokenfilm.com/,506680,tt7339792,40.157,/x0anYeapUCJFjYmTaDHP00CaYEB.jpg,2018-09-14,0,98,Released,"When the war ended, the battle began.",Unbroken: Path to Redemption,False,6.6,55,"Drama,","Universal 1440 Entertainment,Matt Baer Films,",Unbroken Collection,"en,","US,",0,"post traumatic stress  disorder,based on novel or book,biography,faith,sequel,",15,7,"Harold Cronk,"
A-X-L,en,False,10000000,/l1nYo0yzKjf84atnBDbx0do16vQ.jpg,http://axlmovie.com,438590,tt5709188,39.951,/9kB56ZdMB6RgY5QtX9Bar45jCeI.jpg,2018-08-23,0,98,Released,Man's best friend has evolved,A-X-L,False,6.2,762,"Science Fiction,Action,Adventure,Family,","Lakeshore Entertainment,Global Road Entertainment,Phantom Four,",,"en,","US,",0,"technology,friendship,friends,robot,robot dog,",31,40,"Oliver Daly,"
The Scorpion King: Book of Souls,en,False,0,/tw4iYlxu0FIX4kmlFlprScdSfeA.jpg,,522417,tt7338690,39.246,/mSviUMejPmerwoQxdj7wR4Ky1Fd.jpg,2018-10-23,0,102,Released,,The Scorpion King: Book of Souls,False,5.9,163,"Adventure,Action,Fantasy,","Universal 1440 Entertainment,",The Scorpion King Collection,"en,","US,",1,"warlord,sister,prequel,relic,female warrior,",12,23,"Don Michael Paul,"
The Death of Superman,en,False,0,/wA1eufMEvM0RdQk24gj5yaDWLjQ.jpg,https://www.dccomics.com/movies/the-death-of-superman,487670,tt7167658,38.582,/y0uxSHaSFmt6XaBJgjkeLqe7aM.jpg,2018-07-24,0,81,Released,Witness the day Metropolis stood still,The Death of Superman,False,7.5,443,"Animation,Action,Drama,Science Fiction,","DC Entertainment,Warner Bros. Animation,DC Comics,",The Death of Superman Collection,"en,","US,",1,"dc comics,superhero,based on comic,alien abomination,dc animated movie universe,",23,20,"Jake Castorena,"
Freaks,en,False,0,/7HNPNdNNvTQmDATWDmcRJVrv0B2.jpg,http://freaksfilm.com,539892,tt8781414,37.833,/kc2cvuqESIiRX5QoZOoMTBq18kQ.jpg,2018-09-08,333593,105,Released,They look just like us,Freaks,False,6.8,544,"Science Fiction,Thriller,Drama,Mystery,","Well Go USA Entertainment,Amazing Incorporated,Wise Daughter Films,My Way Productions,StoryBoard Media,",,"en,","CA,US,",2,"isolation,tears,young girl,ice cream truck,near future,",17,72,"Adam B. Stein,"
ちいさな英雄－カニとタマゴと透明人間－,ja,False,0,/doZDR89j4qSiVmkOioVvAXvLu91.jpg,https://gkids.com/films/modest-heroes-ponoc-short-films-theatre-vol-1/,514710,tt8223844,37.802,/5jURYLaG6BX0klRHsiHc3pzOlOm.jpg,2018-08-24,0,54,Released,,Modest Heroes,False,6.8,79,"Animation,Fantasy,Adventure,Drama,","Toho Company, Ltd.,STUDIO PONOC,DENTSU,Nippon Television Network Corporation,",,"ja,","JP,",0,"anthology,anime,",7,13,"Akihiko Yamashita,"
Megalodon,en,False,130178,/fXFQnOSbybaU9h2kJ3jtRUU4OpA.jpg,http://newsite.theasylum.cc/index.php/titles/detail?id=caad01f2-5cf9-e611-9443-0ad9f5e1f797,523931,tt8235660,37.23,/hES2eVAbVt08JJTqgu3jmI34Yxx.jpg,2018-08-13,5303,90,Released,Danger Is Rising!,Megalodon,False,5.6,166,"Action,Science Fiction,Horror,TV Movie,","The Asylum,",,"en,ru,","US,",0,"submarine,monster,shark attack,creature,shark,military,prehistoric creature,megalodon,",14,28,"James Thomas,"
