original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,keywords,cast_size,crew_size,director
Alien: Covenant,en,False,97000000,/6jajFcaY2YsfGQstJ5HaqZNVseX.jpg,https://alienuniverse.com/alien-covenant,126889,tt2316204,59.268,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,2017-05-09,232380243,122,Released,The path to paradise begins in hell.,Alien: Covenant,False,6.0,6106,"Horror,Science Fiction,","Scott Free Productions,Brandywine Productions,TSG Entertainment,20th Century Fox,",Prometheus Collection,"en,","AU,CA,NZ,GB,US,",12,"android,spacecraft,experiment,space travel,alien life-form,infection,engineer,sequel,space,alien,gore,robot,scientist,genocide,creation,acid,xenomorph,alien technology,genetic mutation,",25,294,"Ridley Scott,"
Free Fire,en,False,7000000,/lPdhR8njOQWT3US0vmpQXVoOHFC.jpg,,334521,tt4158096,50.34,/21WsmKivqOE2Vut73z07M8yx84F.jpg,2017-03-31,3719383,90,Released,All guns. No control.,Free Fire,False,6.3,722,"Action,Crime,Mystery,","Rook Films,Protagonist Pictures,Film4 Productions,",,"en,","GB,",3,"sniper,boston, massachusetts,gang,shootout,warehouse,",14,51,"Ben Wheatley,"
Kong: Skull Island,en,False,185000000,/nVodCGKYLpqNC8YwQAbivKlWCgZ.jpg,http://kongskullislandmovie.com/,293167,tt3731562,54.727,/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg,2017-03-08,566652812,118,Released,All hail the king,Kong: Skull Island,False,6.4,7598,"Action,Adventure,Fantasy,","Legendary Pictures,Warner Bros. Pictures,",,"en,vi,","US,",6,"vietnam veteran,1970s,monster,expedition,island,giant spider,king kong,spin off,u.s. soldier,giant animal,kaiju,aftercreditsstinger,giant ape,monster island,water buffalo,uncharted,shared universe,monsterverse,",38,144,"Jordan Vogt-Roberts,"
From Straight A's to XXX,en,False,0,/3uaD05vhpsjiZ9KHpF2TI2GrXON.jpg,http://www.mylifetime.com/movies/from-straight-as-to-xxx,441168,tt6237208,52.56,/lm3kQfoyxK1ly4qhGAOyOrCMx6F.jpg,2017-02-11,0,87,Released,Inspired by a true story,From Straight A's to XXX,False,5.8,48,"Drama,TV Movie,","Sepia Films,Just Singer Entertainment,La Femme Erotic,",,"en,","CA,US,",0,,22,123,"Vanessa Parise,"
Baywatch,en,False,69000000,/6QmX2BDVr1hIOIPHqnxvp1C1ZZp.jpg,http://www.thebaywatchmovie.com/,339846,tt1469304,45.46,/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,2017-05-12,177856751,116,Released,"Don't worry, summer is coming",Baywatch,False,6.1,6079,"Action,Comedy,Crime,","Uncharted,Paramount,Flynn Picture Company,Fremantle Productions,Seven Bucks Productions,Skydance Media,The Montecito Picture Company,",,"en,","US,",4,"sea,beach,drug dealer,yacht,life-saver,lifeguard,rookie,vigilantism,",47,125,"Seth Gordon,"
Power Rangers,en,False,100000000,/sOtW9xB71EmuDqyzX5a8UAmmYmd.jpg,http://www.powerrangers.movie/,305470,tt3717490,44.589,/iRAZIEgfB9N0BObV0QI61Nxh92h.jpg,2017-03-23,142337240,124,Released,Together we are more,Power Rangers,False,6.3,3396,"Action,Adventure,Science Fiction,","Lionsgate,Saban Brands,",,"en,","US,CA,",4,"spacecraft,tokusatsu,teenager,super power,superhero team,lgbt,reboot,ethnic diversity,",27,27,"Dean Israelite,"
Get Out,en,False,4500000,/vZ7EVk7FaNEWYqlVWbFLHP8Z0LU.jpg,http://www.getoutfilm.com/,419430,tt5052448,31.875,/qbaIViX3tgWSTSFXbldq0ODMdi4.jpg,2017-02-24,255407969,104,Released,"Just because you're invited, doesn't mean you're welcome.",Get Out,False,7.6,12107,"Mystery,Thriller,Horror,","Monkeypaw Productions,Blumhouse Productions,QC Entertainment,",,"en,","US,",6,"kidnapping,externally controlled action,manipulation,hypnosis,parents-in-law,racist,satire,revenge,dark comedy,interracial relationship,disappearance,racism,neurosurgeon,missing person,stereotype,body switch,race-conscious,",27,91,"Jordan Peele,"
Fifty Shades Darker,en,False,55000000,/16aJtXO6lObbBUr11IvkjB1QD1f.jpg,http://www.fiftyshadesmovie.com/,341174,tt4465564,39.806,/w3qa274gvca9t8pkUoG8nfQgTU3.jpg,2017-02-08,378827494,118,Released,Every fairy tale has a dark side.,Fifty Shades Darker,False,6.4,5920,"Drama,Romance,","Universal Pictures,Perfect World Pictures,Michael De Luca Productions,DENTSU,Fuji Television Network,",Fifty Shades Collection,"en,","US,",1,"based on novel or book,boat,kiss,sequel,bdsm,adaptation,erotic movie,",36,138,"James Foley,"
バイオハザード ヴェンデッタ,ja,False,0,/bgtlK6qnCet3Zx6Rt2wT5PLEp7C.jpg,http://www.residentevilvendetta.com/,400136,tt5776208,42.876,/88qfHWhlOBYXp69277QFhdPYnWf.jpg,2017-05-27,0,97,Released,,Resident Evil: Vendetta,False,6.8,578,"Horror,Adventure,Mystery,Animation,Action,Science Fiction,","KADOKAWA,CAPCOM,Stage 6 Films,Marza Animation Planet,",Resident Evil: Biohazard Collection,"en,ja,","JP,",0,"sequel,resident evil,zombie,violence,based on video game,virus,",27,18,"Takanori Tsujimoto,"
劇場版 ソードアート・オンライン -オーディナル・スケール-,ja,False,0,/yFZG86Zvdy6JuIlMW9eHxlVkct5.jpg,http://sao-movie.net/us/,413594,tt5544384,46.65,/2szdEK0Mr0RG0nWGFVTseNQHbnP.jpg,2017-02-18,20725409,119,Released,It was just a game...or so I thought,Sword Art Online: The Movie - Ordinal Scale,False,7.6,369,"Action,Adventure,Fantasy,Romance,Animation,Science Fiction,","A-1 Pictures,",,"ja,","JP,",0,"sword,virtual reality,sword fight,based on manga,anime,mmorpg,",11,17,"Tomohiko Itō,"
Gifted,en,False,7000000,/gYtXT7fJNBRZBbBulO11DoRveLT.jpg,http://www.foxsearchlight.com/gifted/,400928,tt4481414,42.387,/9Ts7Vc4wLlpI9oox9mkVUE1tBHy.jpg,2017-04-12,40343446,101,Released,,Gifted,False,8.0,3478,"Drama,Family,Comedy,","Grade A Entertainment,Dayday Films,FilmNation Entertainment,Fox Searchlight Pictures,",,"en,","US,",4,"cat,intellectually gifted,child prodigy,mathematics,teacher,school,prize,child custody,gifted children,custody hearing,",30,102,"Marc Webb,"
Ghost in the Shell,en,False,110000000,/cDOv649oRCxLxsrMtboqSFOb6aB.jpg,http://www.ghostintheshellmovie.com/,315837,tt1219827,43.197,/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg,2017-03-29,169801921,107,Released,There's nothing sadder than a puppet without a ghost.,Ghost in the Shell,False,6.0,6205,"Action,Science Fiction,","Weying Galaxy Entertainment,Paramount,Shanghai Film Group,Reliance Entertainment,Arad Productions,Grosvenor Park Productions,Steven Paul Production,Huahua Media,Seaside Entertainment,DreamWorks Pictures,",,"ja,en,","AU,NZ,US,GB,IN,CN,CA,JP,HK,",7,"philosophy,cyborg,hacker,strong woman,dystopia,investigation,female protagonist,cyberpunk,terrorism,evolution,network,based on anime,inner journey,prosthesis,",45,136,"Rupert Sanders,"
Below Her Mouth,en,False,0,/gZeJziVigmRqbkEZwKAtSqlLQ6s.jpg,http://www.serendipitypoint.com/portfolio-post/below-her-mouth/,370663,tt5073620,39.657,/nTGbq37hYLuNy7YgMg0gVLma0NS.jpg,2017-02-10,33673,92,Released,Where desire lives.,Below Her Mouth,False,6.3,605,"Drama,Romance,","Serendipity Point Films,Distant Horizon,",,"ku,","CA,ZA,",2,"sexual identity,infidelity,female friendship,love,lesbian relationship,female protagonist,love affair,lust,gay bar,lesbian sex,sexual desire,lgbt,woman director,erotic movie,gay culture,gender identity,",17,58,"April Mullen,"
The Boss Baby,en,False,125000000,/bTFeSwh07oX99ofpDI4O2WkiFJ.jpg,http://www.dreamworks.com/thebossbaby/,295693,tt3874544,35.293,/unPB1iyEeTBcKiLg8W083rlViFH.jpg,2017-03-23,498814908,97,Released,Born leader,The Boss Baby,False,6.4,5517,"Animation,Comedy,Family,","DreamWorks Animation,",The Boss Baby Collection,"en,","US,",1,"baby,family relationships,sibling rivalry,unreliable narrator,baby brother,",24,240,"Tom McGrath,"
Vengeance: A Love Story,en,False,0,/jSOomjSssNJdU7Hrf3CROkNSv6n.jpg,,397415,tt5460530,26.653,/kPUFcGPI9FChybFHIJJBZZLiIlg.jpg,2017-03-16,4526,99,Released,Beyond good and evil is Justice,Vengeance: A Love Story,False,5.5,192,"Thriller,Drama,","Hannibal Classics,Patriot Pictures,Justice Everywhere Productions,Martini Films,Saturn Films,Detective and the Girl Productions, LLC,",,"en,","US,",0,"based on novel or book,niagara falls,sexual assault,criminal lawyer,criminal trial,mother daughter relationship,traumatized woman,",42,57,"Johnny Martin,"
Защитники,ru,False,5400000,/doJ2NNdt9APYoRHhCN0nc6S8IGU.jpg,,354556,tt4600952,33.632,/qQB4RKFeUMqLBiMdwMbpgdePBeO.jpg,2017-02-14,4803565,100,Released,Squad of Soviet Superheroes,Guardians,False,4.6,471,"Action,Fantasy,Science Fiction,","Renovatio Entertainment,Enjoy Movies,Big Cinema House,",,"ru,","RU,",2,"cold war,superhero,",9,32,"Sarik Andreasyan,"
Teen Titans: The Judas Contract,en,False,0,/cL2myZ8118HWjbLUCCaxJ9IdZ6d.jpg,,408647,tt6315800,33.574,/hMtsAIlhVA88iqJV3akQq7Tkox9.jpg,2017-03-31,0,84,Released,,Teen Titans: The Judas Contract,False,7.5,412,"Science Fiction,Animation,Action,","DC Entertainment,DC Comics,Warner Bros. Animation,",Teen Titans Collection,"en,","US,",1,"dc comics,superhero,based on comic,superhero team,dc animated movie universe,",12,8,"Sam Liu,"
Smurfs: The Lost Village,en,False,60000000,/AeMtzbw7shxtLvwKKqeITabpTrD.jpg,,137116,tt2398241,26.597,/diYAZ6CKUuRAqLYMB2AyVutEFm0.jpg,2017-03-23,197183546,89,Released,,Smurfs: The Lost Village,False,6.3,1019,"Adventure,Animation,Comedy,Family,","Kerner Entertainment Company,Columbia Pictures,Sony Pictures Animation,Sony Pictures,",The Smurfs (Theatrical) Collection,"en,","US,",1,"sequel,kids,",48,28,"Kelly Asbury,"
The Circle,en,False,18000000,/hENBbG0J4zf4fFB3OVAC50poojR.jpg,http://wearethecircle.com/,339988,tt4287320,27.318,/bQVqd5rWrx5GbXhJNuvKy4Viz6j.jpg,2017-04-27,20497844,110,Released,Knowing is good. Knowing everything is better.,The Circle,False,5.5,3435,"Drama,Thriller,Science Fiction,","Playtone,Image Nation,Likely Story,STX Entertainment,",,"en,","US,",1,"technology,video surveillance,company,criminal,technicians,tech company,",77,87,"James Ponsoldt,"
బాహుబలి 2: ది కన్ క్లూజన్,te,False,31000000,/yCRYYGldFGVa4cmZVpTVCRQMfjA.jpg,http://baahubali.com,350312,tt4849438,28.491,/sXf30F2HFpsFPXlNz7jpOySSV9I.jpg,2017-04-27,275947313,168,Released,,Bāhubali 2: The Conclusion,False,7.2,424,"Action,Drama,","Arka Media Works,",Baahubali Collection,"ta,te,","IN,",0,"kingdom,bilingual,",13,31,"S.S. Rajamouli,"
僕のヒーローアカデミア救え!救助訓練!,en,False,0,,https://www.jumpfesta.com/anime/,575447,tt7085924,29.716,/hRwwmgkfrWKFDnGAG7Kvyb9J1H8.jpg,2017-04-04,0,25,Released,,My Hero Academia: Save! Rescue Training!,False,7.4,19,,,,"en,ja,",,0,,20,1,"Kenji Nagasaki,"
King Arthur: Legend of the Sword,en,False,175000000,/sVkjgKq8cwKm95LCyfrLldLbQIG.jpg,http://kingarthurmovie.com,274857,tt1972591,30.206,/9kKXH6eJpzoFGhCbTN3FVwSQK3n.jpg,2017-05-10,148675066,126,Released,From nothing comes a King,King Arthur: Legend of the Sword,False,6.5,4256,"Action,Drama,Fantasy,","Village Roadshow Pictures,Weed Road Pictures,Wigram Productions,Safehouse Pictures,Warner Bros. Pictures,",,"en,","US,",4,"sword,camelot,knight,king arthur,battle,excalibur,warfield,sword in the stone,",60,149,"Guy Ritchie,"
ピーチガール,ja,False,0,/6s9e4R8AbCdVIX1lPtcwk0bMZH5.jpg,http://peachgirl-movie.jp/,438551,tt5593416,29.166,/19RGkRkOFitx5dYG4cofKJLGhzs.jpg,2017-05-20,0,116,Released,,Peach Girl,False,5.9,22,"Romance,Comedy,Drama,","Shochiku Co., Ltd.,",,"ja,","JP,",0,"based on manga,",8,2,"Kōji Shintoku,"
"Everything, Everything",en,False,10000000,/sSJiJKqNcejUAQDplhWyjykLbqB.jpg,http://everythingeverythingmovie.com,417678,tt5001718,28.119,/c8W3Go48Mw0GoNXsGK4W9hNO4Vf.jpg,2017-05-18,61621140,96,Released,Risk everything... for love.,"Everything, Everything",False,7.2,3186,"Drama,Romance,","Alloy Entertainment,Itaca Films,Metro-Goldwyn-Mayer,",,"en,","US,",1,"nurse,based on novel or book,isolation,love,neighbor,teenage girl,air,teenage love,illness,sheltered,taking a risk,based on young adult novel,",15,11,"Stella Meghie,"
How to Be a Latin Lover,en,False,0,/2JxgstxlGn3Bakf5hdjoaV2hBM2.jpg,,425134,tt4795124,24.39,/wvXCBYFDwAQSj3nrRAoBSpX2N8J.jpg,2017-03-06,26251899,115,Released,Fifty shades grayer,How to Be a Latin Lover,False,6.9,400,"Comedy,","Pantelion Films,",,"es,en,","US,",0,"latin,lover,aging,dumped,",20,3,"Ken Marino,"
劇場版 トリニティセブン -悠久図書館と錬金術少女-,ja,False,0,/r0SLrZKr7EkaJ9U1tMJPgB5ca6e.jpg,http://movie.trinity-7.com/,428292,tt6344696,29.021,/vreK2YNFCvOaP6wNaOvT4r27w3V.jpg,2017-02-01,0,55,Released,,Trinity Seven: Eternity Library & Alchemic Girl,False,6.8,16,"Action,Comedy,Fantasy,Romance,Animation,","Seven Arcs Pictures,",,"ja,","JP,",0,"magic,harem,school,anime,",15,3,"Hiroshi Nishikiori,"
Tangled: Before Ever After,en,False,0,/q1rOi4oLlFx0UyXVpcEH1MYVTQl.jpg,,438747,tt5533228,26.375,/8BiZ8KXS0itmOx4uQw3E8UnmqEQ.jpg,2017-03-10,0,55,Released,,Tangled: Before Ever After,False,6.7,257,"Adventure,Animation,Comedy,Family,Fantasy,TV Movie,","Disney Channel,Disney Television Animation,Televízia JOJ,",,"en,","US,",2,"marriage proposal,coronation,fairy tale,princess,hair,long hair,disney princess,",18,46,"Tom Caulfield,"
The Case for Christ,en,False,0,/4d9dnfVT8O0ko9ZTILymFRz4575.jpg,,424998,tt6113488,26.073,/hTKwkxMv5MCkN8vMXiEmMmAHafh.jpg,2017-04-07,0,112,Released,,The Case for Christ,False,6.5,153,"Drama,","Pure Flix Entertainment,Triple Horse Studios,Entertainment Studios Motion Pictures,",,"en,","US,",0,"christianity,based on novel or book,court case,atheist,based on a true story,religion,trial,",17,4,"Jon Gunn,"
Barbie Video Game Hero,en,False,0,,,434757,tt6185658,23.1,/rWQPf9Q8CAHIpBP8SVLE3uaSmf4.jpg,2017-02-01,0,72,Released,,Barbie Video Game Hero,False,7.2,135,"Animation,Family,Science Fiction,","Universal Pictures,",,"en,","US,",0,"video game,virus,computer programmer,",11,3,"Zeke Norton,"
The Wall,en,False,0,/eDw3ydtUpCE541mBFnEnSHyYuaH.jpg,,405775,tt4218696,22.851,/8POAZwZpp24l1IgKKM8ZRAQ2kid.jpg,2017-05-12,1803009,90,Released,This isn't war. It's a game.,The Wall,False,6.2,567,"Thriller,War,Drama,","Big Indie Pictures,Amazon Studios,Picrow,",,"en,","US,",3,"helicopter,sniper,iraq,murder,soldier,iraq war,trapped,desert,",3,60,"Doug Liman,"
青鬼 THE ANIMATION,ja,False,0,/r1zZddN8h5nRCNrxEOhom7C0HGS.jpg,http://aooni-anime.com/,432130,tt6531060,25.458,/foxtnszGOgV26wWcYuaF1TPCLnI.jpg,2017-02-11,0,60,Released,,Ao Oni The Animation,False,4.2,6,"Horror,Animation,","Studio Deen,DAX Production,",,"ja,","JP,",0,"game,anime,",8,4,"Toshirou Hamamura,"
L'Amant Double,fr,False,7110000,/wdP9CDwamCDGp4AOh8E2NE0lGVa.jpg,http://cohenmedia.net/films/doublelover,451955,tt6367558,17.057,/r7va7VtatGdaMbURnKTkwiQlGrX.jpg,2017-05-26,4248574,110,Released,Deception is part of the attraction,Double Lover,False,6.1,320,"Romance,Thriller,Drama,","Mars Films,FOZ,Mandarin Cinéma,",,"fr,","BE,FR,",1,"secret,lover,twin brother,deception,erotic movie,",15,28,"François Ozon,"
The Lego Batman Movie,en,False,80000000,/jqnbac3oind5VOcAN0mTXyapOGh.jpg,http://www.legobatman.com,324849,tt4116284,25.069,/snGwr2gag4Fcgx2OGmH9otl6ofW.jpg,2017-02-08,311950384,104,Released,Always be yourself. Unless you can be Batman.,The Lego Batman Movie,False,7.2,3564,"Action,Animation,Comedy,Family,Fantasy,","Lin Pictures,Warner Bros. Animation,Animal Logic,DC Entertainment,Lord Miller,Warner Bros. Pictures,LEGO,",The Lego Batman Movie Collection,"en,","DK,US,",3,"superhero,based on comic,based on toy,spin off,super power,dead parents,lego,",50,321,"Chris McKay,"
Security,en,False,15000000,/tTxuPQGhcnxbUamaX4uMkA7onSt.jpg,,460846,tt3501112,24.922,/9FN5n8wGYrfSJaKGF9uObdKimIh.jpg,2017-03-04,0,87,Released,,Security,False,6.0,486,"Action,Thriller,Crime,","Nu Boyana Film Studios,Nu Image,Millennium Films,",,"en,","US,",1,"shopping mall,security guard,witness elimination,",17,65,"Alain Desrochers,"
劇場版 黒子のバスケ LAST GAME,ja,False,0,/h6dJsYSm8x06bRxkF01sknpD9Iu.jpg,http://kurobas-lg.com/,428707,tt6728390,24.93,/c4qDRYVcqMKl6fdiCwfb3icHrUM.jpg,2017-03-18,0,90,Released,,Kuroko's Basketball the Movie: Last Game,False,8.2,49,"Animation,","Bandai Visual,Production I.G,",,"ja,","JP,",0,"sports,basketball,anime,",0,0,"Alain Desrochers,"
Time Trap,en,False,0,/fFOc75GSXsWzMKoekBMK4cu2kPY.jpg,,455839,tt4815122,27.63,/3qIBGXM6oXOu3wBYH6QpamXdXuB.jpg,2017-05-19,0,95,Released,,Time Trap,False,6.0,516,"Adventure,Science Fiction,","Pad Thai Pictures,Filmsmith Production & Management,",,"en,","US,",2,"cave,professor,time travel,investigation,climbing,time loop,teenager,archaeologist,missing person,search party,unsolved mystery,adventurer,archaeological expedition,time portal,rock climbing,college professor,mysterious events,",18,8,"Mark Dennis,"
The Man with the Iron Heart,en,False,32679734,/ypyz71O2YtI5rdJ7Y3s03SwwORQ.jpg,,339259,tt3296908,27.692,/ZVQfCY2DgCjrm8w2saXvT8Ao3B.jpg,2017-05-25,4412639,120,Released,,The Man with the Iron Heart,False,6.4,445,"War,Action,History,Thriller,","Red Crown Productions,Nexus Factory,Légende Films,Cutting Edge Group,Echo Lake Entertainment,FilmNation Entertainment,Lantern Entertainment,The Weinstein Company,Mars Films,France 2 Cinéma,Carmel Productions,C2M Productions,HHHH,BNP Paribas Fortis Film Finance,Canal+,Ciné+,France Télévisions,Taxshelter. be,",,"de,en,","BE,CZ,FR,GB,US,",0,"assassination,based on novel or book,world war ii,nazi,operation anthropoid,",29,78,"Cédric Jimenez,"
El guardián invisible,es,False,5000000,/uglhLz69PuDqqCocWcuOm6Y8HTm.jpg,http://www.deaplaneta.com/es/el-guardian-invisible,392207,tt4924942,18.8,/PoqNa6rqW2s8GVBDyjOWSPhJya.jpg,2017-03-03,0,129,Released,,The Invisible Guardian,False,6.5,407,"Thriller,","ARTE,Nostromo Pictures,Atresmedia,ZDF,",Baztan Trilogy,"es,en,eu,","DE,ES,",0,"fbi,meurtres,enquête policière,",18,5,"Fernando González Molina,"
Life,en,False,58000000,/nNh7vHHISVAaziJEqAq0P9iL52w.jpg,http://www.lifemovie.com/,395992,tt5442430,23.799,/lja0Kh17LLleh6DhtixEh7Z7T6D.jpg,2017-03-22,100541806,103,Released,Be careful what you search for,Life,False,6.4,5368,"Horror,Science Fiction,Thriller,","Columbia Pictures,Nvizage,Sony Pictures,Skydance Media,",,"cn,en,ja,","US,",5,"planet mars,alien life-form,space,astronaut,space station,intelligent,trapped in space,extraterrestrial life,",17,186,"Daniel Espinosa,"
Tadeo Jones 2: El secreto del rey Midas,es,False,10778400,/pCqcuKhEtOdVZ2PY1MtjUS2jxGJ.jpg,,452773,tt3896102,27.541,/7WtFoWtGp45PLNmajM8iGtjAA7B.jpg,2017-03-25,34156960,85,Released,,Tad the Lost Explorer and the Secret of King Midas,False,6.5,232,"Animation,Adventure,Comedy,Family,","4 Cats Pictures,Lightbox Animation Studios,Ikiru Films,Lightbox Entertainment,Mogambo Films,Telefónica Studios,Tadeo Jones y el Secreto de Midas A.I.E.,Telecinco Cinema,",The Adventures of Tad Jones,"es,","ES,",0,"parrot,turkey,dog,explorer,granada, spain,construction worker,king midas,",11,15,"David Alonso Pérez de Algaba,"
Rings,en,False,25000000,/a4r8xcRwTgKIUKdWtxFXyxTZLeN.jpg,http://www.ringsmovie.com/,14564,tt0498381,24.177,/5FoczK6tDFzC9OyHiMMNIeNspek.jpg,2017-02-01,83080890,102,Released,Evil is reborn.,Rings,False,5.0,2037,"Horror,","Paramount,Vertigo Entertainment,Macari/Edelstein,Parkes+MacDonald Image Nation,Waddieish Claretrap,",The Ring Collection,"en,","US,",2,"hallucination,investigation,supernatural,sequel,curse,vhs,death,maggot,seven days,video tape,",20,104,"F. Javier Gutiérrez,"
