original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,keywords,cast_size,crew_size,director
xXx: Return of Xander Cage,en,False,85000000,/7KAXYsemH14agl4ohhNeIxwWXhj.jpg,,47971,tt1293847,70.153,/hba8zREJpP1AYhaXgb2oJLQeO0K.jpg,2017-01-13,346147658,107.0,Released,"There are no more patriots, just rebels and tyrants.",xXx: Return of Xander Cage,False,5.7,3325,"Action,Adventure,Crime,","Rox Productions,Revolution Studios,Maple Cage Productions,Huahua Media,RK films,Shanghai Film Group,One Race,",xXx Collection,"en,","CA,CN,US,",4,"tattoo,spy,extreme sports,airplane,secret agent,parachute,swimming pool,sequel,back from the dead,dominican republic,free fall,",38,116,"D.J. Caruso,"
Split,en,False,9000000,/9pkZesKMnblFfKxEhQx45YQ2kIe.jpg,http://www.splitmovie.com/,381288,tt4972582,47.971,/kBvO58pt13dgYImjZNjq6QiOT8n.jpg,2017-01-09,278454358,117.0,Released,Kevin has 23 distinct personalities. The 24th is about to be unleashed.,Split,False,7.3,13173,"Horror,Thriller,","Universal Pictures,Blinding Edge Pictures,Blumhouse Productions,",,"en,","US,",7,"child abuse,kidnapping,sequel,gore,stalking,teenage girl,blood,violence,super power,mental illness,multiple personality,traumatic childhood,dissociative identity disorder,",41,83,"M. Night Shyamalan,"
Притяжение,ru,False,5027266,/1u6RzWdFo4COegWqd6TydL3v9NS.jpg,,401513,tt4731148,29.317,/2lz2GVDsgMlGYSzPl8BeKqqU7MQ.jpg,2017-01-26,19454845,117.0,Released,The Earth is for Humans,Attraction,False,6.4,468,"Drama,Romance,Science Fiction,Adventure,","Vodorod 2011,Art Pictures Studio,",Attraction Collection,"ru,","RU,",0,"russia,ufo,extraterrestrial,alien,ufo crash site,alien ship,",22,12,"Fyodor Bondarchuk,"
傷物語〈Ⅲ冷血篇〉,ja,False,0,/2BsyxPmPwRXIwgcZSlJjf0tKFFU.jpg,http://kizumonogatari-usa.com/,362585,tt5084198,34.023,/rfKHhHvSwyCv59Ow6wuGX67RkXR.jpg,2017-01-06,0,83.0,Released,,Kizumonogatari Part 3: Reiketsu,False,8.0,99,"Animation,Fantasy,Mystery,","SHAFT,",Kizumonogatari,"ja,","JP,",0,"vampire,based on light novel,anime,monogatari,",4,28,"Tatsuya Oishi,"
Justice League Dark,en,False,0,/a7gDe2aEA9KeFT980FVYJcwoohL.jpg,http://www.warnerbros.com/justice-league-dark,408220,tt2494376,23.184,/mI3Oxpub6vNQ71FIR2GS4d8XXgj.jpg,2017-01-24,0,75.0,Released,,Justice League Dark,False,7.3,647,"Action,Animation,Fantasy,Science Fiction,Thriller,","Warner Bros. Animation,DC Entertainment,DC Comics,",Justice League Dark Collection,"de,en,es,","US,",1,"dc comics,monster,supernatural,superhero,based on comic,creature,dc animated movie universe,",18,25,"Jay Oliva,"
A Dog's Purpose,en,False,22000000,/2ddVTlMyATZdvUHE7DPExA2X6xF.jpg,https://www.uphe.com/movies/a-dogs-purpose,381289,tt1753383,27.477,/3jcNvhtVQe5Neoffdic39fRactM.jpg,2017-01-19,194647323,100.0,Released,Every dog happens for a reason.,A Dog's Purpose,False,7.5,2289,"Comedy,Drama,Family,Fantasy,Adventure,","Amblin Entertainment,Pariah Entertainment Group,Walden Media,Reliance Entertainment,Amblin Partners,DreamWorks Pictures,",A Dog's Purpose Collection,"en,","IN,US,",1,"based on novel or book,human animal relationship,reincarnation,dog,adaptation,",60,66,"Lasse Hallström,"
Sleepless,en,False,30000000,/9VEOQvCnd8T8wILgyqjKgyhALw4.jpg,http://www.sleeplessmovie.com/,324542,tt2072233,20.073,/9WkUSY33MDPGmz0vtzbsfaxTHVa.jpg,2017-01-12,32540674,95.0,Released,Don't judge a cop by his cover.,Sleepless,False,5.9,947,"Action,Crime,Thriller,","Vertigo Entertainment,FilmNation Entertainment,Riverstone Pictures,Open Road Films,",,"en,","US,",2,"robbery,kidnapping,gangster,organized crime,undercover cop,mobster,police corruption,las vegas,",19,109,"Baran bo Odar,"
The Bye Bye Man,en,False,7400000,/xoh4iWOQ3l0JFFD8BBrmLMTvKSU.jpg,http://stxmovies.com/thebyebyeman/,292280,tt4030600,20.794,/bape74Eeli5NJ6x4UKuUr604xXh.jpg,2017-01-12,26667197,96.0,Released,Don't think it. Don't say it.,The Bye Bye Man,False,5.2,931,"Horror,Thriller,","Los Angeles Media Fund,Intrepid Pictures,STX Entertainment,",,"en,","US,",3,"wisconsin,supernatural,party,violence,hooded figure,woman director,young adult,college student,",20,54,"Stacy Title,"
Molly's Game,en,False,30000000,/yvbXGWjg30sj7rohEZvSe90jSJC.jpg,http://mollysgame.movie/,396371,tt4209788,20.593,/in43bQ7k0ttr666IPP94IlbQbTR.jpg,2017-01-01,59284015,140.0,Released,Deal with her.,Molly's Game,False,7.1,2542,"Crime,Drama,","The Mark Gordon Company,Entertainment One,STX Entertainment,Huayi Brothers Pictures,Pascal Pictures,",,"en,","CA,CN,US,",1,"new york city,poker,gambling,fbi,olympic games,biography,arrest,court,celebrity,russian mafia,based on a true story,beating,lawyer,trial,female protagonist,los angeles, california,courtroom,ice skating,snow skiing,card playing,hotel suite,employer employee relationship,cleavage,high stakes,mob,father daughter relationship,",98,157,"Aaron Sorkin,"
The Post,en,False,50000000,/8sb4aBST28vN3rBz704XJczS0Ld.jpg,https://www.foxmovies.com/movies/the-post,446354,tt6294822,19.685,/h4XG3g6uMMPIBPjAoQhC2QIMdkl.jpg,2017-01-19,179769467,116.0,Released,Truth be told,The Post,False,7.0,3405,"Drama,History,","20th Century Fox,DreamWorks Pictures,Reliance Entertainment,TSG Entertainment,Participant Media,Amblin Entertainment,Pascal Pictures,Star Thrower Entertainment,",,"en,","US,",2,"washington d.c.,journalism,newspaper,1970s,vietnam war,biography,politics,richard nixon,based on a true story,pentagon papers,government cover-up,publisher,political thriller,",83,142,"Steven Spielberg,"
