original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,review_content,keywords,cast_size,crew_size,director
Hagazussa,de,False,0,/ase4rfs0t4yUOQDFhPxCyTgusi5.jpg,,466565,tt7323600,"In the 15th century, a young goatherd living alone in a mountain hut feels a dark presence in the woods.",6.473,/qxUiwpRKagcNHFlly5IpcbX0QPI.jpg,2018-05-17,0,102.0,Released,A Heathen's Curse,Hagazussa,False,5.7,93,"Horror,Drama,Fantasy,","DFFB,Retina Factory,",,"de,","AT,DE,",0,,"witch,europe,paranoia,superstition,woods,curse,rural area,folk horror,15th century,",20,11,"Lukas Feigelfeld,"
Loro 2,it,False,0,/4WdbKzOjaCepV7PEbJpcMhFjcJu.jpg,,520736,tt8335880,"""Loro"", in two parts, is a period movie that chronicles, as a fiction story, events likely happened in Italy (or even made up) between 2006 and 2010.  ""Loro"" wants to suggest in portraits and glimps, through a composite constellation of characters, a moment in history, now definitively ended, which can be described in a very summary picture of the events as amoral, decadent but extraordinarily alive.  Additionally, ""Loro"" wishes to tell the story of some Italians, fresh and ancient people at the same time: souls from a modern imaginary Purgatory who, moved by heterogeneous intents like ambition, admiration, affection, curiosity, personal interests, establish to try and orbit around the walking Paradise that is the man named Silvio Berlusconi.",6.412,/ownWAXr4egDy9nAa2jrtoWNpa5l.jpg,2018-05-10,0,120.0,Released,,Loro 2,False,7.3,303,"Drama,",,Loro Collection,"it,",,0,,,10,11,"Paolo Sorrentino,"
Welcome to Curiosity,en,False,0,/tfi2Rpk04jkf2Zm2OdnkLBxnMhk.jpg,http://www.welcometocuriositymovie.com,521926,tt3517306,Four interconnected stories surrounding the escape from prison of a notorious serial killer.,4.895,/yqvkFTounpgOPQCZjkIczVGVmmD.jpg,2018-05-25,0,94.0,Released,Curiosity. Will it kill you too?,Welcome to Curiosity,False,5.7,14,"Thriller,","Shooting Tiger Pictures,Taffy Boy Films,",,"en,","GB,",0,,"prison,escape,serial killer,",65,28,"Ben Pickering,"
Feral,en,False,0,/pfSHa3TBpQ9NNS7VVsybTWT8Um6.jpg,,436494,tt4974778,"A wild animal attacks six medical students on a weekend hike in the woods. One by one, they become infected with a “feral disease,” turning them into rabid, bloodthirsty creatures, and the vacation becomes a nightmare as they fight to survive each other.",8.931,/vZ72SsxEP9XSx3StaazsMwBi9C0.jpg,2018-05-25,0,90.0,Released,,Feral,False,5.1,52,"Thriller,Action,Drama,Horror,","Rough Cut Films,IFC Midnight,",,"en,","US,",0,,"woods,wild animal,disease,medical student,hikers,infected,survive,rabid,bloodthirsty,",10,24,"Mark Young,"
黄飞鸿之南北英雄,zh,False,0,/oYhbxqnRPKkvT8blVAINLlEkarq.jpg,,537328,tt8787116,"A shipment of a narcotic more dangerous than opium is about to be distributed across the country by a corrupt pharmaceutical company. In the face of foreign and domestic enemies, can Wong Fei-Hung stop the spread of this dangerous narcotic and save lives in time?",5.802,/l5juynjltgsQCyAoEaPKDeMYDBs.jpg,2018-05-18,0,104.0,Released,,The Unity of Heroes,False,6.1,11,"Action,",,,"zh,","HK,",0,,"martial arts,",7,5,"Lin Zhenzhao,"
The Guard of Auschwitz,en,False,0,/lKMwjAcZx0mgrbAJaBfxLYQrug8.jpg,,598824,tt8123728,"Nazi occupied Poland, during the World War II. Hans, a former brilliant student, has become an SS officer stationed at the Auschwitz-Birkenau concentration camp. When he is commissioned by his superior officer to build an efficient gas chamber, Hans, facing the harsh reality, begins to realize the magnitude of the atrocious acts of which he is being accomplice.",6.599,/tlrcVwRGCTGeH4TCwGwOelVZi9E.jpg,2018-05-28,0,87.0,Released,Based on shocking true events,The Guard of Auschwitz,False,3.9,13,"Drama,","Cobra Films,",,"en,","GB,",0,,"concentration camp,holocaust (shoah),world war ii,auschwitz-birkenau concentration camp,nazism,ss officer,",17,10,"Terry Lee Coker,"
Twisted,en,False,0,/tALmVciAxoeMIIzr4Nm9QK2JNv7.jpg,http://www.incendo.ca/productions/twisted,537138,tt7557536,"Kara and  Tyler are close to marriage when Tyler’s dangerous ex-girlfriend returns from rehab, and is adamant on winning him back, pulling Kara into a twisted game of cat and mouse.",6.271,/dE9e7KwpyLPdwrfMZaE92tZ3tkF.jpg,2018-05-19,0,90.0,Released,,Twisted,False,6.2,29,"Thriller,TV Movie,","Incendo Productions,",,"en,","CA,",0,,,8,17,"Philippe Gagnon,"
Mon Ket,fr,False,0,/guD0VxLTqgBgeYp1rrOwVCbwkTM.jpg,,515820,tt8398768,,6.148,/hbwwGRlCidC6zGRaAIJAJ0vlDcZ.jpg,2018-05-30,0,89.0,Released,,Mon Ket,False,5.3,123,"Comedy,","Artémis Productions,Chi-Fou-Mi Productions,",,"fr,","BE,FR,",0,,"caméra cachée,",5,3,"François Damiens,"
राज़ी,hi,False,0,/d4Muk8ONJPdnSy80tv2LYBxIiOw.jpg,,491629,tt7098658,An Indian spy is married to a Pakistani military officer during the Indo-Pakistani War of 1971.,6.172,/2rJYiH0rGugxuTY8hffJLuCuF01.jpg,2018-05-10,0,138.0,Released,An Incredible True Story,Raazi,False,7.3,88,"Thriller,Action,Drama,","Dharma Productions,Junglee Pictures,",,"hi,","IN,",0,,"based on novel or book,female spy,india pakistan war,",10,34,"Meghna Gulzar,"
Arrivano i prof,it,False,0,/mSfzdiTcBIFzcqQr8XssBaMHtp6.jpg,,516043,tt7279014,,6.14,/qDwPYa3YgCd4LCzOIUd7IBdBcIq.jpg,2018-05-01,0,0.0,Released,,Arrivano i prof,False,5.4,269,"Comedy,","Rai Cinema,01 Distribution,",,"it,","IT,",0,,,16,3,"Ivan Silvestrini,"
En guerre,fr,False,0,/jnnImhUWYFJwFFtBgrDZZV1wXbI.jpg,,485162,tt7555774,"After promising 1100 employees that they would protect their jobs, the managers of a factory decide to suddenly close up shop. Laurent takes the lead in a fight against this decision.",7.063,/sriL4AH82AOhuD0eZtFtHtCxK0A.jpg,2018-05-16,0,105.0,Released,,At War,False,7.1,96,"Drama,","Nord-Ouest Films,France 3 Cinéma,",,"fr,","FR,",0,,"luttes syndicales,mondialisation,ouvriers,patronat,medef,",6,4,"Stéphane Brizé,"
Island Zero,en,False,0,/ya2I5AYyhnEqS3zrE9Ymr8AIJ10.jpg,https://www.islandzeromovie.com/,457685,tt5566778,"A fishing community on a remote Maine island finds itself suddenly cut off from the rest of the world after the ferry stops coming. When people start to vanish, the terrified survivors realize that someone - or something - is hunting them.",7.085,/oYq8516uhbRo17MLWQA60xZXzrj.jpg,2018-05-15,0,100.0,Released,Every thing needs to eat.,Island Zero,False,4.7,22,"Horror,","Donkey Universe Films,Eric Miller Animation Studios,Cyfuno Ventures,",,"en,","US,",0,,"island,maine,ferry,dead bodies,",11,19,"Josh Gerritsen,"
The Bill Murray Stories: Life Lessons Learned from a Mythical Man,en,False,0,/nYM30bR4YW3PQxBNzMXiUUtKaKw.jpg,http://thebillmurraystories.com,502157,tt7329810,"One man’s journey to find meaning in Bill Murray’s many unexpected adventures with everyday people, rare and never-before seen footage of the comedic icon participating in stories previously presumed to be urban legend.",6.04,/smr76qeixiBOwIiYkvF2pHGnHon.jpg,2018-05-02,0,70.0,Released,No One Will Ever Believe You,The Bill Murray Stories: Life Lessons Learned from a Mythical Man,False,7.0,29,"Documentary,","Double Windsor Films,Old Lime Productions,",,"en,","US,",0,,"urban legend,hollywood,",9,13,"Tommy Avallone,"
Monsieur je-sais-tout,fr,False,0,/6BGro7K8SuWAghqGlzxVqHOeCAK.jpg,,512418,tt7305366,A football coach afraid of commitment has to take care of his nephew with Asperger's Syndrome.,6.003,/dyRrOuQa2JpfKvyu1F1NjaF0CaT.jpg,2018-05-09,3131350,99.0,Released,,Mr. Know-It-All,False,6.9,168,"Comedy,Drama,","WY Productions,Gaumont,France 3 Cinéma,Canal+,France Télévisions,Ciné+,PROCIREP,Entourage Pictures,",,"fr,","FR,",0,,"autism,asperger's syndrome,",11,10,"Stéphane Archinard,"
Láska na ostrově Bora Bora,fr,False,0,/uE0Tsout9ivQUzZaoinWRA69VuQ.jpg,,521873,tt7799912,"Valentine is convinced she’s in love with Jérôme, her best friend and work partner. She decides to share her feelings with him while they’re away in Bora Bora on a business trip. But there’s a bad surprise in store: Jérôme’s new girlfriend, Céleste, has decided to tag along. Valentine will have to put up a real fight to win over the love of her life, under the amused gaze of Marc, their guide in the “lovers’ paradise.” But as the days roll by, Valentine realizes she was wrong about Jérôme, and discovers true love elsewhere…",5.958,/mluRIYZSg1YapQx5xYcV4qcmLw8.jpg,2018-05-21,0,90.0,Released,Anything can happen in Paradise!,Love in Bora Bora,False,5.6,54,"Romance,Comedy,Drama,TV Movie,","Big Band Story,TF1 Films Production,",,"fr,","FR,",0,,,13,4,"David Morley,"
Alex & the List,en,False,0,/tvyWfUDkF6aHf0YymkPqiuJolDK.jpg,,333676,tt2905082,"Alex, a lovable, unassuming dog trainer is in love with a great woman - Katherine - smart, talented, from a good family. Katherine adores Alex's quirky sense of humor, honesty and capacity to listen. Having decided to pop the question, Alex is blindsided when Katherine produces a detailed list of well-thought-out ""improvements"" she feels will tweak Alex on their way to becoming the ideal couple. Alex instinctively rejects the suggestion that he needs to change anything. But with the threat of a new competitor, Alex decides to ""do the list."" Guided by a coterie of friends that include: Dave, Alex's loyal childhood buddy, best female friend Lily, her husband Michael, and their 8 year old son, Nicky, Alex's journey has him reconsider and question his beliefs, values and world.",5.806,/jv4ydf8S6bdkC2G9C6BGKg7J4c.jpg,2018-05-04,0,112.0,Released,"Every woman has a list, she just wrote it down.",Alex & the List,False,5.7,34,"Romance,Comedy,","Gooses List,",,"en,","US,",0,,"marriage proposal,love,dog trainer,",27,74,"Harris Goldberg,"
The Assassin's Code,en,False,1850000,/7sDrjvHuyBONGvw2MCNcRlIDRgq.jpg,http://gravitasventures.com/theassassinscode/,516321,tt6170804,"A rookie detective, son of a dead disgraced cop, works to solve his first major case while under the watchful eye of a ghost-like assassin.",5.786,/6YaLITnYgxtYyeYi3YP1otBMxrr.jpg,2018-05-11,0,95.0,Released,Honor never dies,The Assassin's Code,False,5.1,22,"Thriller,Action,","Serious Stooges Films,Think Media Studios,William Baker Films,",,"en,","US,",0,,"detective,assassin,rookie,drug scandal,",6,3,"David A. Armstrong,"
Demi-sœurs,fr,False,0,/jNMrLPCzaB70Vax7EQR46tgXjt.jpg,,521092,tt7195416,"Lauren, a lovely 29-year-old it-girl, tries to break into the world of fashion by skimming Parisian parties. Olivia, a 28-year-old psychologist, has two obsessions: to save the confectionery of her parents, and to find her ideal husband. At the age of 26, Salma, a fiery young history teacher, still lives with her mother in the suburbs. Their roads have no reason to cross - until the day when, on the death of their biological father that they never knew, they inherit together a splendid Parisian apartment. For these three sisters who have nothing in common, cohabitation will prove to be explosive, to say the least.",5.78,/xuVkZtMaZW7cZZh5mlypG0gBaZj.jpg,2018-05-30,0,100.0,Released,,Demi-sœurs,False,6.1,148,"Comedy,","SND,Empreinte Cinéma,",,"fr,","FR,",0,,,17,2,"François-Régis Jeanne,"
Filmworker,en,False,0,/ame33QXxvvUUs3BiT07jQajf6ji.jpg,,458080,tt6851066,"The story of Leon Vitali, who surrendered his promising acting career to become Stanley Kubrick's devoted right-hand man.",7.704,/qmZDdrb0nwrV6UMNQQWQh60t7pq.jpg,2018-05-11,0,94.0,Released,An obsession with creativity and Kubrick,Filmworker,False,7.1,44,"Documentary,","True Studio Media,",,"en,","US,",0,,"passion,interview,behind the scenes,filmmaking,dedication,",29,5,"Tony Zierra,"
Night Zero,en,False,0,/19TmI50sWoOqe8GFyrc28i0FcRC.jpg,,526510,tt7169100,A dinner party turns deadly when a group of friends is trapped inside of their house after a massive alien invasion threatens to take over the world. Things take a turn for the worse when they discover that the chemical the military is using to destroy the aliens is also turning humans into zombie-like savages. Now the group must band together and try to survive the night... if they don't kill each other first.,5.312,/nkDchhroDnF20XGpmIfKT3V5R8n.jpg,2018-05-22,0,81.0,Released,Time. Is. Running. Out.,Night Zero,False,6.3,6,"Science Fiction,Horror,Thriller,","Cineworx,Dreaming Droids Productions,Tredd Productions,",,"en,","US,",0,,"survival,zombie,alien invasion,catastrophe,pittsburgh, pennsylvania,",10,6,"Mark Cantu,"
Si muore tutti democristiani,it,False,0,/zwiiuePXttxfXyzBJvV5i4HUfOn.jpg,,520379,tt8333776,,5.226,/cLdgBaGQSUkOgt6unV18bNAU8Y1.jpg,2018-05-10,0,0.0,Released,,Si muore tutti democristiani,False,6.6,87,,"Rai Cinema,IBC MOvie,01 Distribution,",,"it,","IT,",0,,,14,10,"Andrea Fadenti,"
Always at The Carlyle,en,False,0,/4l7Ay0Yj7LpUchTZCocl8vBJ1ZE.jpg,http://www.alwaysatthecarlyle.com,370756,tt4151320,The iconic Carlyle hotel has been an international destination for a particular jet set as well as a favorite haunt of the most discernible New Yorkers.,5.341,/ywkkKF4abwARo9WBk6WrwcGNn6B.jpg,2018-05-11,0,92.0,Released,,Always at The Carlyle,False,6.8,8,"Documentary,","Quixotic Endeavors,",,"en,","US,",0,,"hotel,",32,3,"Matthew Miele,"
Hotel Gagarin,it,False,0,/em46ieIJH4uxKudfz4fqOTtQ3cJ.jpg,,523281,tt7122194,"An highly heterogeneous group of people go to Armenia to make a movie, all ignoring what will happen to each of them.",6.039,/sTo6Gh63waRRV8bw058qKlvt1W7.jpg,2018-05-24,0,94.0,Released,,Hotel Gagarin,False,6.3,98,"Comedy,","Lotus Productions,Lotus Production,Rai Cinema,",,"it,","IT,",0,,,7,7,"Simone Spada,"
