original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,review_content,keywords,cast_size,crew_size,director
Hotel Transylvania 3: Summer Vacation,en,False,80000000,/m03jul0YdVEOFXEQVUv6pOVQYGL.jpg,http://www.hotelt3.com,400155,tt5220122,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.",221.582,/gjAFM4xhA5vyLxxKMz38ujlUfDL.jpg,2018-06-28,100176000,97.0,Released,Family vacation. It will suck the life out of you.,Hotel Transylvania 3: Summer Vacation,False,6.9,2786,"Family,Fantasy,Comedy,Animation,","Columbia Pictures,Sony Pictures Animation,Sony Pictures,",Hotel Transylvania Collection,"en,","US,",0,,"monster,vampire,cruise ship,dracula,",48,38,"Genndy Tartakovsky,"
Jurassic World: Fallen Kingdom,en,False,170000000,/3s9O5af2xWKWR5JzP2iJZpZeQQg.jpg,http://www.jurassicworld.com,351286,tt4881806,"Three years after the demise of Jurassic World, a volcanic eruption threatens the remaining dinosaurs on the isla Nublar, so Claire Dearing, the former park manager, recruits Owen Grady to help prevent the extinction of the dinosaurs once again.",101.477,/c9XxwwhPHdaImA2f1WEfEsbhaFB.jpg,2018-06-06,1303459585,129.0,Released,The park is gone,Jurassic World: Fallen Kingdom,False,6.6,8413,"Action,Adventure,Science Fiction,","Amblin Entertainment,Legendary Pictures,Universal Pictures,Perfect World Pictures,",Jurassic Park Collection,"en,ru,","US,",7,"I felt embarrassed to be watching this. It's an embarrassing fever dream. I abandoned it halfway through its runtime.,More dinosaurs, Opie’s hot daughter, Dracula’s castle and Indiana Jones

 “Jurassic World: Fallen Kingdom” (2018) revolves around Claire (Bryce Dallas Howard) and Owen (Chris Pratt) leading a team back to Isla Nublar to save several species of dinosaurs after an active volcano threatens all life there. The plan is to relocate the dinosaurs to a new island sanctuary, but that’s not the way it works out.

My title blurb pretty much says it all for this fifth film in the franchise. I mention Indiana Jones because the movie has a “Raiders of the Lost Ark” (1981) vibe more so than the other movies. The reference to Dracula’s castle is due to the fact that the entire second half takes place at a cool, gothic chateau in Northern California and there’s a scene with a genetically-enhanced raptor acting like Dracula.

Curvy Bryce is just stunning throughout and easily blows away any other woman in the series. Meanwhile Pratt seriously upped his game as leading action hero (I wasn’t overly impressed with him in the previous film, although I didn’t dislike him either). At the end of the day I’d have to rank this installment as my favorite, followed by the original 1993 movie and 2015’s “Jurassic World.”

The film runs 2 hours, 8 minutes and was shot in Hawaii and England/Scotland.

GRADE: A-/B+,As a kid dinosaurs was one of my great interests. Thus I was so thrilled by the first Jurassic Park movie, which I thought then, and still think today, is a great movie. Sadly the following movies have been a mixed bag to say the least.

This movie falls in the “that was disappointing” category I am afraid. It is obviously that however wrote the story was a lazy bugger that simply rehashed old bits and standard Hollywood cheap concepts and then added some frustrating preaching to it.

The two scenes, one at the beginning and one in the end, where Ian Malcolm (Jeff Goldblum) was just sitting and ranting on and on was enough by itself to drag down the movie a star or two. We get it, however wrote that crap do not like gene science. Then go and write a piece in a science journal or something. Oh wait, it would not have been excepted since there was no science in it, just ranting mixed up with poorly hidden religious beliefs. So instead you had to go and ruin a movie which was meant to simply entertain.

The we have the rest of the story. The best, or should I say the kindest, word for describing it would be “predictable”. How many times are we going to do the big company captures animals for profit story? At least try to put some intelligence in the plot if you have to rehash it over and over again. It has even been done before in the same franchise for Christ sake!

I would lie if I did not say that I found, at least, some entertainment watching the movie though. But pretty much all of it came from watching the scenery and the special effects. They at least were pretty good. But then I do like big monsters stomping around wreaking havoc and eating people, especially when it is the bad guys.

There were some parts that was rather funny. I think Christ Pratt, and most of the other actors as well for that matter, did a fairly good job out of the lousy script. The idea of using a Stygimoloch to break free was quite cool and the havoc he wreaked somewhat funny. The part where Wheatley stop in the middle of all the chaos to extract a tooth as a bloody trophy was just silly though.

The end scenes was just frustrating. However wrote that ought to be shot. A few dinosaurs escape and then the conclusion is that humanity have to live side by side with dinosaurs from then one. What a load of rubbish!

Sadly, despite the genre being a favorite of mine and the special effects being pretty good, this film did not make it for me due to the unintelligent and lazy script.,A strong, **strong** opening that it never recovers* from.

(*""never recovers from"" here meaning ""never stops dissapointing afterwards"".)

_Final rating:★★½ - Had a lot that appealed to me, didn’t quite work as a whole._,Cover Version 2

It was 1993 when Jurassic Park was unleashed upon the film loving public, spawning a blockbuster franchise and pop culture thunders in the process. Sadly we now find ourselves suffering cover versions of what was once a great and thought provoking premise with high octane thrills into the bargain.

I guess once they started personalising the Velociraptors, making one of them a friend of man, it was the beginning of the end. But we accepted it - sort of - jumping into 2015's Jurassic World with carefree abandon. More dino carnage we wanted, a bright cast fronted by the ever likable Chris Pratt and Bryce Howard drew us in, but it was merely ok, a franchise entry that was just a quick fix but nothing more. But of course box office talks and the franchise lumbers on to Jurassic World: Fallen Kingdom...

Plot returns to Isla Nublar which along with all the dinosaur inhabitants is about to be vanished from the planet by the mother of all volcanoes. Cue mankind jostling over whether to save a species that was once extinct whilst others have nefarious motives for financial gain.

Off we go then, stock characters that are over familiar are performed by different actors but go through motions we have witnessed before, whilst the writing strains for a sort of human empathy factor that never hits the mark. There is nothing remotely fresh (well Howard has at least changed her footwear to something more credible) or exciting on offer here, it's a tired cash cow that's in dire need of extinction itself.

Naturally another instalment will come along, and naturally it will make money, with myself and the other millions of Jurassic zombies filing in to view what we hope will be a return to the heady days back in 1993. But it's most likely a forlorn hope, so maybe, just maybe, it should be enough now, enough?  5/10,Brain hurt. Me no likey. Err...umm...ahem.

This is a movie that really stretches it as far as believability, logic, or even physics.

First, just a quick note: The trailer makes it seem like the movie spends its time on an island about to blow up. Less than half the movie is that. So, if you're looking for a long drawn out volcanic eruption, look elsewhere.

The heroes are annoying and dumb caricatures, from the techie who's afraid of everything to the wisecracking animal wrangler (in fairness, this is Chris Pratt's character from the previous film, but still). The villains are short-sighted, moustache-twirling dolts who never seem to remember to watch behind them, especially in dangerous scenarios. And why was Jeff Goldblum even in this movie? He serves no purpose to the story. None at all. He's there for them to say, ""See! We have someone from the older movies, so it ties together."" That's literally all he's there to do for his two minutes of screen time.

It's the same plot as every other Jurassic Park/World film. Let's create/genetically engineer dinosaurs. What could possibly go wrong? Even the supposed ""plot twist"" could be figured out from the very beginning of the film. Basic physics don't even apply, such as the impossible truck jump at one point. I swear I could feel my brain leaking out of my ears while watching this.

This film honestly makes me somewhat relieved that Colin Trevorrow got removed from Star Wars Episode IX. Unfortunately, the way this movie ends basically guarantees that there's going to be another one. Although it begs the question about what happened to Jurassic Park III since it ends in a similar way. Is that film even supposed to be canon anymore?

Just don't bother. Even if you love the dinosaur special effects of previous films, there's really not much here that you didn't see before, and some of it is actually pretty bad and unbelievable for a film from 2018. Just don't bother.,I spent half the time scoffing at the plot Jurassic World 2 was throwing at me, which diluted the fun I was having by looking at the superb CGI, moderate man-dinosaur action, and an overall fine cast performance. It still is a lot worse than Jurassic World (2015), which had a story almost as good as the original, the legendary Jurassic Park (1993) which almost seems impossible to mimic or better today. TN.,","tyrannosaurus rex,volcano,sequel,rescue mission,wild animal,dinosaur,genetic engineering,prehistoric creature,aftercreditsstinger,monster island,",41,375,"J. A. Bayona,"
Incredibles 2,en,False,200000000,/mabuNsGJgRuCTuGqjFkWe1xdu19.jpg,https://movies.disney.com/incredibles-2,260513,tt3606756,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",87.564,/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg,2018-06-14,1242805359,118.0,Released,Back to work.,Incredibles 2,False,7.5,9378,"Action,Adventure,Animation,Family,","Walt Disney Pictures,Pixar,",The Incredibles Collection,"en,","US,",2,"A good sequel.

<em>'Incredibles 2'</em> isn't too far away from the preceding film, which is always a big plus for a follow-up. This one is definitely the more funnier of the two, there are some very amusing moments; especially with Jack-Jack (Eli Fucile/Nick Bird).

From a plot point of view, the antagonists are better though unfortunately they do go down the obvious direction with them. I felt a few pacing issues too, it's a slow burner. The animation is very solid, as are the voice cast.

Speaking of the cast, all of the main lot return with the exception of  Spencer Fox (Dash) - whose absence I didn't really notice in truth. Everyone's as good as they are in the original, while the additions of Winston (Bob Odenkirk) and Evelyn (Catherine Keener) are welcomed. There's also a small yet nice role for Odenkirk's <em>'Better Call Saul'</em> co-star Jonathan Banks (Dicker).

This does some things greater than <em>'The Incredibles'</em>, but other things less so. Nevertheless, it's a very respectable Disney sequel.,Doesn't hold a candle to the original _Incredibles_, and it's like... **really** on the nose, but _Incredibles 2_ is still a good time. 

Final rating:★★★ - I liked it. Would personally recommend you give it a go.,","married couple,sequel,superhero,children,computer animation,parenting,family,super power,",26,257,"Brad Bird,"
Ocean's Eight,en,False,70000000,/ysM0PbmvxwojAUftlgdb8zjbK0l.jpg,http://www.oceans8movie.com,402900,tt5164214,"Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.",82.266,/MvYpKlpFukTivnlBhizGbkAe3v.jpg,2018-06-07,297718711,111.0,Released,Every con has its pros,Ocean's Eight,False,7.0,5894,"Crime,Comedy,Action,Thriller,","Village Roadshow Pictures,Warner Bros. Pictures,Larger Than Life Productions,Rahway Road Productions,Smoke House Pictures,",,"en,","US,",2,"It was pretty gay. Could've been a lot gayer though.

_Final rating:★★½ - Had a lot that appealed to me, didn’t quite work as a whole._,Ocean's Eight has been my comfort movie for the longest time. I adore the strength of the cast, and the dynamics they possess as a whole, not to mention the brilliant cinematography. The humour and the relationships of the characters brings a sense of lightheartedness to the movie, which I personally adore. Overall, it's a very underappreciated movie in terms of the writing, casting and cinematography, as well as the costume and makeup departments.,","new york city,heist,spin off,estranged sister,the met gala,",125,118,"Gary Ross,"
Escape Plan 2: Hades,en,False,0,/xIAaN3AQqaJiN5RJ0WsmBady8Hq.jpg,https://www.escapeplan2.movie/,440471,tt6513656,"Ray Breslin manages an elite team of security specialists trained in the art of breaking people out of the world's most impenetrable prisons. When his most trusted operative, Shu Ren, is kidnapped and disappears inside the most elaborate prison ever built, Ray must track him down with the help of some of his former friends.",63.953,/Aqhl55vpzxNFqVfc2DpedUsR39L.jpg,2018-06-05,0,93.0,Released,He's back.,Escape Plan 2: Hades,False,5.0,923,"Action,","Leomus Pictures,Grindstone Entertainment Group,Lionsgate,Summit Entertainment,EFO Films,",Escape Plan Collection,"en,","CN,US,",3,"Towards the very end of it, there is actually a couple of decent things that happen in _Escape Plan 2_, but this is such a **colossal** step down from the original (which already wasn't exactly the greatest work put to screen), and even removing the comparison the first two thirds (at least) of this movie are genuinely not good.

_Final rating:★★ - Had some things that appeal to me, but a poor finished product._,> ma gandeam ca e la fel de interesant ca primul....dar m-am inselat, efecte CGI  slabe, actori la fel de slabi (astia pe cat imbatranesc pe atat mai :thumbsdown: sunt), povestea lipsita de sens, sonorizare ieftina, actiune ..(cred ca am auzit de cateva zeci de ori ""detinutii sa se prezinte la lupta"" sau ""zoo""...complet plictisit. Nu il recomand ,e o pierdere de timp! Intru si pe IMDB sa le dau o nota caci chiar m-am eneravat! :'-(,This movie has three major problems... Music is played almost all the time, which is unnecessary & even distracting. Another problem is camera which is shaking so badly you might feel nauseous. Third problem is cheap effects. Besides those problems acting is average, plot is meh. First one was really good, but this one is disappointing.,","artificial intelligence,prison,martial arts,teamwork,sequel,hacking,robot,escape artist,go,rubik's cube,prison break,guns,",34,92,"Steven C. Miller,"
动物世界,zh,False,125000,/qsimYNbLnak0QAHK3sopWzyW8H7.jpg,,518764,tt7946836,"Drifting aimlessly through life, Kaisi (Li Yi Feng) has racked up debts of several million having borrowed money from his friends. Lured with the promise of writing it all off, Kaisi leaves his ailing mother and childhood sweetheart Qing (Zhou Dongyu) to board the ship Destiny and attend a gambling party controlled by the mysterious Anderson (Michael Douglas).  All players join the game with stars. For each game they lose, their opponent captures a star. Everyone is holding daggers behind their backs plotting dirty means by which to overcome their opponents. The game quickly deteriorates into a slaughter and Kaisi must battle save his own skin…",87.396,/kxc25B05Gq4CbCoWbyTFf9iF0wn.jpg,2018-06-29,0,125.0,Released,,Animal World,False,7.2,91,"Drama,Action,Adventure,Thriller,Mystery,Fantasy,",,,"zh,th,en,","CN,",1,"""Animal World is the Paper-Rock-and-Scissors wannabe-blockbuster that absolutely no one ever asked for...""

Read the full review here: http://screen-space.squarespace.com/reviews/2018/7/1/animal-world.html,",,5,169,"Yan Han,"
The Debt Collector,en,False,0,/4EtSV3LmwHQSlmAeyn9pJ3ANtC8.jpg,,513691,tt7448180,"A classically-trained martial artist goes to work as a debt collector for the mob. The job seems easy enough, until one “client” pulls him into a situation deeper than could ever be expected.",56.22,/6C0etzPvnTRH2FnvG8iEPQwzu31.jpg,2018-06-05,0,96.0,Released,Violence first. Questions later.,The Debt Collector,False,6.0,84,"Action,","Tarzana Productions,Cohesive Entertainment Group (CEG),Compound B,",The Debt Collector Collection,"en,","GB,US,",0,,"mafia,debt collector,martial artist,mob,",29,51,"Jesse V. Johnson,"
Sicario: Day of the Soldado,en,False,35000000,/13VjjUeJ6mcDUB36XRu4YFpYNSm.jpg,https://www.soldado.movie/,400535,tt5052474,Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.,61.368,/msqWSQkU403cQKjQHnWLnugv7EY.jpg,2018-06-27,75836683,123.0,Released,No rules this time,Sicario: Day of the Soldado,False,6.8,2117,"Action,Crime,Drama,Thriller,","Thunder Road,Black Label Media,Orange Corp,",Sicario Collection,"en,es,","US,",2,"Of the two _Sicario_ films, the first is most certainly the better, though, in my opinion, not at all by the margin that I have seen many others imply. These are both great movies, not great in an identical way (even if their formula **is** identical) but both great. I don't know that _Sicario_ **had** to be a film series as opposed to just the one movie, but the best experience I've had at the cinema for the past couple of months was with _Day of the Soldado_, so I'm glad it became one.

_Final rating:★★★½ - I really liked it. Would strongly recommend you give it your time._,**_Not as good as the original, but still pretty decent_**
 
> **_Sarah Sanders_**: _We have a completely broken immigration system. We have a national crisis, not just of safety and security, but a humanitarian crisis. We have drugs, we have human traffickers, we have terrorists that come across our border and there has to be a stop to that and we want to do - not just the wall; certainly that's one of the most important factors. We know that it works; we know that in the places that it's been, it's 95 percent effective. We want to be effective across the board and that includes the wall an__d other technology._
>
[...]

> **_Chris Wallace_**: ""_Special Interest Aliens"" are just people who come from countries that have ever produced a terrorist. They're not terrorists themselves. And the State Department says that there is, quote, their words: ""no credible evidence of any terrorist coming across the border from Mexico_.""
> 
**_Sanders_**: _We know that roughly, nearly 4,000 known or suspected terrorists come into our country illegally, and we know that our most vulnerable point of entry is at our southern border._

> **_Wallace_**: _Wait, wait, wait - I know the statistic; I didn't know if you were going to use it. But I studied up on this. Do you know where those 4,000 people come - where they're captured? Airports._

> _**Sanders**_: _Not always._

> **_Wallace_**: _Airports._

> **_Sanders_**: _Certainly a large number_ -

> **_Wallace_**: _The State Department says there hasn't been any terrorists that they've found coming across the southern border with Mexico._

> _**Sanders**_: _It's by air, it's by land, and it's by sea. It's all of the above. But one thing that you're forgetting is that the most vulnerable point of entry that we have into this country is our southern border, and we have to protect it. And the more individuals that_ -

> **_Wallace_**: _But they're not coming across the southern border, Sarah. They're coming and they're being stopped at airports._

- White House Press Secretary Sarah Sanders speaking with Chris Wallace; _Fox News Sunday_ (January 6, 2019)

_Sicario 2: Soldado_ [released in North America as _Sicario: Day of the Soldado_] is a sequel to Denis Villeneuve's _Sicario_ (2015). And if ever a film didn't scream ""sequel"", it was that one. Apart from the fact that it was only a modest box-office hit (grossing $84.9 million against a $30 million budget, in an era when the only films that become franchises must gross $800 billion in the first five minutes of their release), the storyline was carried to a fairly natural conclusion – Alejandro Gillick (Benicio del Toro), protected by his CIA handler Matt Graver (Josh Brolin), successfully manipulated naïve and idealistic CIRG officer Kate Macer (Emily Blunt) into helping him exact revenge for the murder of his wife and daughter at the hands of drug baron Fausto Alarcón (Julio Cesar Cedillo). The film concluded with Graver getting what he wanted, Gillick getting revenge, and Macer in possession of a more realistic, if bitter, understanding of how the US conducts its affairs in Mexico.

A sequel felt wholly unnecessary. But a sequel is what we have. When a suicide bombing in Kansas kills fifteen people, the US government authorise Graver to adopt ""_extreme measures_"" to combat Mexican drug cartels, who are suspected of smuggling the terrorists across the border. Deciding to instigate a war between the two major cartels, Graver recruits Gillick to assassinate a high-profile lawyer for the Matamoros cartel while Graver and his team kidnap Isabel Reyes (Isabela Moner), the daughter of the kingpin of Matamoros' rival. Taking her to Texas, Graver and Gillick then 'rescue' her in a false flag operation, making it appear she was kidnapped by her father's enemies. As they transport her back to Mexico, Gillick begins to bond with her. However, after they cross the border, the Mexican police escorts double-cross them, and Isabel flees into the desert, pursued by Gillick. Meanwhile, the US government determines that two of the suicide bombers from Kansas were domestic terrorists, and thus were not smuggled into the country. With this mind, to help quell tensions with Mexico, Secretary of Defense James Riley (Matthew Modine) orders the CIA to abandon the mission, much to Garver's disgust.

With the first film wrapping up so neatly, the announcement of a sequel seemed like a typical Hollywood cash grab, one which would most likely crap all over the legacy of the truly excellent original. However, as bits and pieces of info regarding the sequel began to filter through, it started to feel less and less like the usual Hollywood knock-off we're all used to seeing. For starters, Taylor Sheridan would return as sole-writer, in a script that would not go in what, for many, might seem the only real direction in which to take the story - Macer getting revenge for Graver and Gillick using her. Instead, Macer wouldn't even appear, as the script would instead focus on pseudo-antagonists Gillick and Graver. To this end, the only other actors who would also return would be Raoul Max Trujillo as Rafael, one of Gillick's contacts in Mexico, and Jeffrey Donovan as Steve Foraing, Graver's number two. The big concern for a lot of people, however, was who would replace the irritatingly talented Villeneuve in the director's chair. And so it was another welcome bit of news when the man chosen was Stefano Sollima, the Italian director of _A.C.A.B. – All Cops Are Bastards_ (2012) and _Suburra_ (2015), as well as most of the episodes in the first season of _Gomorra: La serie_ (2014).

Okay, so first things first. _Soldado_ isn't a patch on _Sicario_. Not even close (and, needless to say, there's nothing here to come anywhere near _that_ dinner table scene). And there are some problems which were largely absent first time around. For example, the narrative suffers slightly from the absence of Macer, not insofar as she herself is irreplaceable, but more in the sense that the audience no longer has a surrogate. Because we know who Graver and Gillick really are this time around, there is obviously no point in the film playing its cards close to its chest, and so it adapts a more balls-to-the-wall, damn-the-torpedoes approach. This renders the narrative more morally simplistic than the first film. In tandem with this, perhaps wisely, Sheridan has written _Soldado_ as a more conventional action-thriller than _Sicario_, but this has the knock-on effect that when the bullets start flying, as they do on several occasions, all the political/moral back-and-forth is made to seem nothing more than the material that gets us from one shootout to the next. Additionally, there's an element of repetition, as Isabel is traded off from one group to the next, and one definitely gets a sense of _déjà vu_, as she becomes a metaphorical cog in the screenwriter's machinery. Also, although Solima's direction is good (with that resume, how could he not get the gritty tone right), it's not as sharp as Villeneuve's. Finally, and this is a small point, the title of the film translates as _Hitman 2: Soldier_ [or _Hitman: Day of the Soldier_ in North America]. This makes not a lick of sense, and instead sounds like a 90s action movie starring Michael Dudikoff.

However, for all that, I thoroughly enjoyed it. The script is sharp, relevant (references to a spineless POTUS undermining intelligence operations will be sure to please at least half the audience), gruff, and cool. With the two _Sicario_ films, _Hell or High Water_ (2016), _Wind River_ (2017), and _Yellowstone_ (2018-), Sheridan is fast becoming one of Hollywood's most accomplished writers. The film also stars two of the coolest men on the planet being masculine and suppressing their emotions. Del Toro never so much as even hints at cracking a smile, whilst Brolin has lost some of the sardonic dismissiveness he possessed in the first film, but none of the bluster or self-confidence. All things considered, for a film that never seemed to have any real reason to exist, this is a cracking piece of storytelling, and has me already looking forward to the next instalment.,","corruption,cia,sequel,rescue,shootout,explosion,brutality,violence,drugs,sign languages,cartel,neo-noir,mexican cartel,",86,234,"Stefano Sollima,"
未来のミライ,ja,False,0,/wLal2P43d2v4AziqkB8i1E8FjAU.jpg,,475215,tt6900448,The movie follows a 4-year old boy who is struggling to cope with the arrival of a little sister in the family until things turn magical. A mysterious garden in the backyard of the boy's home becomes a gateway allowing the child to travel back in time and encounter his mother as a little girl and his great-grandfather as a young man. These fantasy-filled adventures allow the child to change his perspective and help him become the big brother he was meant to be.,52.962,/b9XvI4Nehzi0nXyNVD6DtT39P6l.jpg,2018-06-16,27526961,98.0,Released,A daringly original story of love passed down through generations.,Mirai,False,7.2,373,"Animation,Family,Fantasy,Adventure,Drama,","Studio Chizu,",,"ja,","JP,",0,,"daily life,time travel,family relationships,train,railway station,new baby,anime,",9,13,"Mamoru Hosoda,"
Hereditary,en,False,10000000,/4DUoPZOHdPuROP4nyEIsPaMIiQl.jpg,https://a24films.com/films/hereditary,493922,tt7784604,"When Ellen, the matriarch of the Graham family, passes away, her daughter's family begins to unravel cryptic and increasingly terrifying secrets about their ancestry.",37.443,/lHV8HHlhwNup2VbpiACtlKzaGIQ.jpg,2018-06-07,80239658,127.0,Released,Every family tree hides a secret.,Hereditary,False,7.2,4529,"Horror,Mystery,Thriller,","PalmStar Media,",,"en,","US,",4,"It would seem the Hollywood tradition started in the 1980's of false reviews made by either non-existent people or people paid to write glowing assessments is alive and well.

That is my only way of explaining why this film is so highly regarded.  I went to the user review area of IMDB just to see if I was missing something or if others thought this good looking, atmospheric, well acted two hour slog sucked as well.  To my relief I found I was not alone.

What we have here is a case of style over substance.  There is really nothing to ""hang your hat on"" with regards to what is happening to the family featured.  When the reveals start coming they are either obvious or trite.  The ending is complete crap, especially after the two hour journey to get to it.

The scariest scene happens early on and is not in any way supernatural.  After, we just go on and on and round and round and can only assume the mother is mentally ill.  That she is imagining everything that is ""odd"" or causing it herself.  When that proves not to be the situation, the denouement we are given is, again, craptastic and straight out of any run of the mill Z grade made for VOD horror movie plot.

This has been compared to ""The Exorcist"" but do not let that fool you.  This is no ""Exorcist"" or even anything close.

At best this is a film about a family dealing with mental illness.  Only not!,While psychological horror movies seem to be a thing of the past, with movies of this nature cropping up once every little while, _Hereditary_ creeps along with the force of looming evil. This isn't an average Halloween, popcorn-at-the-theatre moviegoing experience. Instead, what we are presented with is palpable heaviness for the better half of two hours while tensions rise in a dwindling household and with some burgeoning Satanic undertones encapsulated in some of the darkest, most isolating atmosphere that contends with the likes of _The Witch_ and _Rosemary's Baby_.

Toni Collette plays Annie Graham, mother of two children - eldest son in high school, the youngest a girl possibly at the tail-end of middle school. With the recent death of her mother, Annie attempts again and again to reconcile with the misfortunes - to put it lightly - that befalls her family. Annie's psychological state dances between the forefront of the film, while the backdrop of lingering family turmoil boils to the top.

This is an unrelenting experiment in acceptance, both placed on the key figures in the film, as well as those watching. When watching, keep in mind the word ""control"" and discern whether Annie had any at all. This isn't a movie for anybody - I'd go far as to say that this movie isn't for the average moviegoer. There are certain plot points that don't make sense. But if you go into this knowing what the director was trying to do, which, in my opinion, was to make the viewer feel completely uncomfortable while paying homage to some great horror movies, then it will be a rewarding watch.,Simple Simon met the Pieman playing with a knife. Said Simple Simon to the Pieman: ""Will you take my life?""

_Final rating:★★★½ - I really liked it. Would strongly recommend you give it your time._,**_Rewards concentration_** [contains spoilers]

> _The 9th spirit in order is Paimon; a great king, & very Obedient to Lucifer, he appeareth in the forme of a man, sitting upon a dromedary, with a Crowne most glorious on his head. There goeth before him a host of spirits like men with Trumpets and well sounding Cymballs, and all other sorts of musicall Instruments &c. he hath a great voice, and roareth at his first comming, and his speech is such as the Magician cannot well understand, unless he compelleth him. This spirit can teach all arts and siences, and other secret Things; he can disc__over what the Earth is, and what holdeth it up in the waters, & what the wind is or where it is, or any other Thing you desire to know, he giveth dignity and confirmeth the same, he bindeth or maketh a man subject to the Magician if he desireth it he giveth good familiars, and such as can teach all arts, he is to be observed towards the North west, he is of the order of dominions and hath 200 Legions of spirits under him, one part of them is of the order of Angells & the other of Potentates, If you call this spirit Paimon alone you must make him some offering to him & there will attend him 2 kings called Bebal & Abalam, & other spirits of the order of Potentates in his host are 25 Legions because all those spirits which are subject to him, are not allwayes with him unlesse the Magician compelleth them. His Character is this which must be worn as a Lamen before thee &c._

- ""_Ars Goetia_"", in _Clavicula Salomonis Regis_ [_Lesser Key of Solomon_] (17th century)

When her secretive mother dies, miniatures artist Annie Graham (Toni Collette), is almost relieved, as the two had a deeply fraught relationship. With two children, 16-year-old Peter (Alex Wolff) and 13-year-old Charlie (Milly Shapiro), and a loving husband, Steve (Gabriel Byrne), Annie is determined to do a better job of raising a family than she felt her mother did. However, when she suffers another, far more devastating loss, Annie's mental state becomes increasingly precarious, as a series of terrifying revelations about her ancestry are slowly revealed.

Hereditary is writer/director Ari Aster's debut feature. However, what's worth noting is that the film is produced by Lars Knudsen, who also produced _The VVitch: A New England Folktale_ (2015). This is significant insofar as _Hereditary_ bears more than a passing resemblance to Robert Eggers's film. Mood, tone, theme, pacing, narrative structure, shot composition; all recall _The VVitch_ at times. Even the plot shares some important beats, most evident in the last shot, which is both narratively and compositionally identical to the shot in _The VVitch_ when Black Phillip speaks for the first time - a BCU on a possessed character as a disciple speaks off camera. And like _The VVitch_, you either go with the plot and let it burrow under your skin, or you remain detached and most likely find the whole enterprise unintentionally hilarious.

In a more generalised sense, there is quite a bit to praise here. For a start, to say the film is a horror is to basically give away the last 20 minutes, as up until that point it's a superbly realised semi-realist study of the crippling psychological disintegration that can accompany bereavement. Speaking of giving things away, very unusually for a Hollywood film, _Hereditary_'s trailer brilliantly misdirects the audience, making it seem as if the film revolves around the death of Annie's mother, when in actual fact, this plot strand is abandoned at the end of the first act, after which the death of Charlie becomes the central focus.

One thing the film does especially well is reward viewers who are paying attention. There are multiple hints and signs throughout of what is going to happen in the last act, and one especially well structured reward involves by far the creepiest moment in the film; the blond man standing in the shadows of the doorway, barely visible, smiling manically at Peter. This is actually the second time we see the character; he is also at the wake early in the movie, watching Charlie approaching the coffin, and, again, smiling unnaturally. This can be easily missed if you're not paying attention, and it's an extremely well realised pseudo-Easter egg. Also worthy of praise is Toni Collette, who gives a superb performance that partly recalls Shelley Duvall's hysterics in Stanley Kubrick's _The Shining_ (1980). Collette's ability to communicate everything in her psyche by simply changing her facial expression is outstanding, and somewhat reminiscent of that extraordinary piece of wordless acting by Halle Berry in the last scene of Marc Foster's _Monster's Ball_ (2001). This is especially noticeably towards the end of the film, when Annie is alternating between being herself and being controlled by Paimon; Collette's mastery of her own facial expression tells the audience everything it needs to know about what is happening.

Joshua Rothkopf, in his review of the film for _Time Out_ calls it ""_a new generation's_ Exorcist."" That's a bit over the top; it won't have half the same kind of societal impact as William Friedkin's film did, and it's nowhere near as good as the best horror film of the last few decades, Daniel Myrick and Eduardo Sánchez's _The Blair Witch Project_ (1999). However, it's very well made, is creepy as hell, dares to put real grief on screen, and features excellent performances (and, thankfully, only a couple of jump scares). Well worth seeing.,","loss of loved one,secret,ant,funeral,ritual,utah,daughter,supernatural,possession,dysfunctional family,decapitation,fear,demon,attic,evil,psychological horror,dollhouse,seance,ancestry,traumatic experience,anaphylaxis,matriarch,miniatures,decomposed body,supernatural horror,",29,73,"Ari Aster,"
