original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,review_content,keywords,cast_size,crew_size,director
Avengers: Infinity War,en,False,300000000,/lmZFxXgJE3vgrciwuDib0N8CfQo.jpg,https://www.marvel.com/movies/avengers-infinity-war,299536,tt4154756,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",212.86,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,2018-04-25,2046239637,149.0,Released,An entire universe. Once and for all.,Avengers: Infinity War,False,8.3,20374,"Adventure,Action,Science Fiction,","Marvel Studios,",The Avengers Collection,"en,xh,","US,",29,"""It is a bold undertaking, to readjust what is expected of the MCU/Avengers formula, and there are moments when the sheer scale and momentum match the narrative ambition...""

Read the full review here: http://screen-space.squarespace.com/reviews/2018/4/25/avengers-infinity-war.html,Amazing.  Visually stunning.  So much going on, but somehow also clear and easy to understand.  A little flabby in the middle third, but given the huge cast and story to cover it is very understandable.  The highlight was the parings of characters from different stories and their interactions.

If you aren't a Marvel fan this film won't convert you, but if you have liked any of the previous films you will like this too.

10/10,Just a very short, NO SPOILERS review I wanted to get down while it's still fresh.

For a movie with this much riding it, to come out not feeling disappointed, is a **massive** achievement. While I absolutely do love it I had some things that I felt were maybe imperfect about _Infinity War_, but my biggest concern was that it seemed like it would be absolutely meaningless to somebody who didn't put in the effort of watching the 18 movies leading up to it. You can probably assuage that fear though, because I went to see it with two people who had only seen _Black Panther_ at this point, and they both loved it, with minimal confusion.

Personally? I can't wait to see it again. This is probably the most excited I've been about the second watch of an MCU film since the first _Avengers_.

_Final rating:★★★★ - Very strong appeal. A personal favourite._,The third act turns on a character being an idiot. That story beat renders all that the heroes do before and after it immaterial. That moment so preoccupied me that I couldn't enjoy the rest of the story, and made it impossible to ignore the flick's other glaring flaws anymore: the villain's motive makes no sense, the glove exists only to produce plot contrivances, the score is so obvious it might as well be cue cards on screen (""Feel sad now"") ...

The first half is some of the best action in a Disney Marvel entry yet, and the other half is so stupid that it sours the whole MCU experience.,Best MCU movie, more than that.... BEST SUPERHERO MOVIE EVER. Hands Down,Nice Movie.,Massive, epic movie. I'm so happy that Marvel is stepping up their game with their villains. For too long, MCU villains have been too bland and generic. But lately, the villains have improved with Michael Keaton's Vulture, Michael B. Jordan's Killmonger, and now James Brolin's Thanos. Thanos has appeared in several other MCU films, but he seemed rather flat in those movies. Here, he's allowed to be fully developed as a character. Especially touching is his relationship with his adoptive daughter, Gamora. It's actually surprisingly tender and moving. Thanos is the actual main focus of the film, and if he failed as a character, the entire movie wouldn't have worked. So bravo, Marvel!,Best Movie Ever...,***Moving ending, but the least of the Avengers movies IMHO***

RELEASED IN 2018 and directed by Anthony & Joe Russo, ""Avengers: Infinity War"" chronicles events when the Avengers team-up with several allies to defeat the cosmic despot Thanos, whose goal is to collect all six Infinity Stones to attain unimaginable power and radically solve one of the Universe's most challenging problems.

The story focuses on Thanos, Thor and the Guardians of the Galaxy, especially Gamora, as well as Iron Man, Doctor Strange and Spider-Man. The rest of the cast members are more peripheral, e.g. Black Widow, Captain America, Black Panther, Vision and Scarlet Witch.

This is easily the least of the Avengers trilogy. Not to mention ""Captain America: Civil War"" (2016) and ""Thor: Ragnarok"" (2017) are significantly more compelling and all-around entertaining. Actually, all three Thor flicks are palpably superior, as is ""Iron Man 2"" (2010). If you haven't already, I encourage you to watch these movies prior to viewing ""Infinity War,"" as well as ""Black Panther"" (2018) and the two ""Guardians of the Galaxy"" flicks (2014/2017); otherwise you'll likely be lost because all these movies lead up to this one.

""Infinity War"" is certainly an ambitious comic book movie in that it notably juggles so many super-beings, but this lack of focus isn't conducive to suspense or great drama. It's merely decent with overkill CGI. The big battle in the closing act with the easily slaughtered four-armed dog-creatures is curiously dull; moreover, the attempts at humor sometimes feel forced and fall flat, but several jokes are laugh-out-loud funny, e.g. ""Rabbit."" Thankfully, the film adds moving drama and gets extra points for a bold, poignant climax, which sets up the 2019 sequel ""Endgame.""

THE MOVIE RUNS 2 hours, 29 minute and was shot in New York City, Scotland and Philippines with studio work done in Pinewood Atlanta Studios in Fayetteville, Georgia. WRITERS: Christopher Markus and Stephen McFeely.

GRADE: B-,I Love this movie.,It's the epitome of superhero trash and the franchise of manchildren.  The ultimate smashing your toys together to battle only this time it's for the world to see.,In 2012, Marvel Studios changed the cinematic landscape with a payoff that was five films in the making, proving a linked universe of movies could work.
In 2014, they proved to be one of the finest purveyors of entertainment by releasing two of the best genre films of all time back to back.
In 2018, Avengers: Infinity War is the culmination of ten years of narrative buildup. All the pieces were patiently put in place. The payoff? Never did my inner 8 year old think he would ever be watching a movie with Iron Man and Spider-Man sharing the same screen together, but here we are. Avengers: Infinity War is a very fine piece of 'turn your brain off' storytelling, except it actually goes the extra mile to have some intelligence.

We all know the film isn't the Endgame, but we're primed and ready for Part 2. Shut up and take my 💰 Marvel!,One of the best Marvel Movies!,Josh Brolin portrayed Thanos really beautiful. He was an amazing villain that kept all the Avengers on their edge and made them think it was a bit hopeless to really go against him.,This is a blast of a Marvel movie and I can't wait to see what will happen next. You are clueless and you don’t know what will happen, keeping us all on the edge of our seats. Fascinating!,Here we are 10 years later with one of the most anticipated movies of all time! The CGI was much better, the story was better...everything about the Infinity War was great!,It is unlike anything ever done in the history of cinema. This one is masterfully woven from the culmination of Marvel movies throughout the years. Truly amazing!,The character development for Thanos was so good that it made me think that maybe he was right. He was the villain that surpassed all the other villains from the past Marvel movies. Trust me, this is the movie that might have changed the MCU.,GOOSEBUMPS! Infinity War is worth watching. The usual comedic banter between the casts, the awesome CGI, amazing plotline, the results did not disappoint.,Avengers: Infinity War was clearly much better than Avengers: Endgame in the sense that 1) it was better in terms of writing, 2) it is the true culmination of an entire decade of MCU films, and 3) Endgame gave me more questions than answers.,","magic,sacrifice,superhero,based on comic,space,battlefield,genocide,magical object,super power,team,aftercreditsstinger,marvel cinematic universe,cosmic,",65,580,"Joe Russo,"
Rampage,en,False,120000000,/wrqUiMXttHE4UBFMhLHlN601MZh.jpg,http://www.rampagethemovie.com,427641,tt2231461,"Primatologist Davis Okoye shares an unshakable bond with George, the extraordinarily intelligent, silverback gorilla who has been in his care since birth.  But a rogue genetic experiment gone awry mutates this gentle ape into a raging creature of enormous size.  To make matters worse, it’s soon discovered there are other similarly altered animals.  As these newly created alpha predators tear across North America, destroying everything in their path, Okoye teams with a discredited genetic engineer to secure an antidote, fighting his way through an ever-changing battlefield, not only to halt a global catastrophe but to save the fearsome creature that was once his friend.",91.653,/MGADip4thVSErP34FAAfzFBTZ5.jpg,2018-04-12,426245950,107.0,Released,Big meets bigger,Rampage,False,6.4,4833,"Action,Adventure,Science Fiction,","Wrigley Pictures,New Line Cinema,7 Bucks Entertainment,ASAP Entertainment,Flynn Picture Company,Twisted Media,",,"en,es,","US,",3,"So initially I was against this movie as I feel Dwayne Johnson is in everything at the moment. but......... It was actually really good the kids loved it and the story line was quite good. Give it a look you won't be disappointed.,Takes some pretty massive but almost certainly necessary departures from the original source material. There's nothing about _Rampage_ to dislike in any particular abundance, except maybe the over-reliance on cliché, but there's also nothing much that stands out positively. The Rock is charming as ever, and the creature designs are so-so, but really this was just the sort of movie you sit back and let happen, you can hope to walk away a little entertained, but certainly not enriched.

_Final rating:★★½ - Had a lot that appealed to me, didn’t quite work as a whole._,This movie is following the usual recipe for these kind of movies. Big companies are bad, gene science is bad, big monsters are cool. The story is fairly ludicrous, science non-existent and almost everyone except the hero is a dumb-ass.

Regardless of all that, I quite enjoyed this movie. I watched it with the expectation of seeing The Rock and huge monsters wreck things and that is exactly what I got. The story itself is weak and the science is, well ludicrous. How these monsters grows to immense sizes in almost no time at all defies science of course. But heck, who want’s to spend time in a action movie watching animals grow? Also, what a strange coincidence that the ape, who happens to be on the good side, is the only one of them that doesn’t grow huge fangs, horns or other horrific appendages. As I said, the story is nonsense.

However, once the action starts it is the usual wreck everything overkill kind of action that which is one of the few things that Hollywood is really good at these times. I really enjoyed it even if it was, at times, very very silly. And then we have The Rock. I really like The Rock. Call me old-fashioned but I do like macho type heroes with silly one-liners.

As usual the military trying to fight the monsters are depicted, pretty much, as morons. Uberconfident in their capacity to stop the monsters. The monsters of course proves them wrong. So what to do then? Well just nuke them. Okay, they didn’t try to use actual nukes but dropping a MOAB on the downtown of a major city is not that far from using nukes. I mean, come on, they claimed to have evacuated the city in what? A few hours. Not happening. Also in the fighting before this dumb-ass decision they send in a Warthog which was a fairly logical decision at least but they send in a single one! What the f…? And do not get me started about these creatures just shrugging of a Warthog. These planes are tank-killers for Christ sake. Oh well, here I go about science again.

Bad guys. Gotta have bad guys (well apart from the monsters of course) don’t we? Well, Claire Wyden is not too bad. The stereotypical big company asshole not caring about anything than her personal gains. However, Brett Wyden is just annoying. He’s stupid, stupid, stupid and just overly childish. Did I say stupid? From the first scene that he was in I rooted for him to get eaten by his sister’s creations. He wasn’t eaten actually but his demise was fairly satisfactory nonetheless.

Despite all of this I did, as I wrote earlier, enjoy the movie. It was exactly what I hoped it would be. A roller-coaster ride of action and mayhem. The Rock was great. His “side-kick” Dr. Caldwell was okay but fairly forgettable. Agent Russell however went from annoying government agent to one of my favorite characters in the course of the movie. The scene where he stops that dumb-ass Brett Wayden and then lets him walk away towards his well deserved destiny quite enjoyable.

I did like the ape as well. I liked how he made jokes on The Rock. An ape giving The Rock the finger may sound silly but it was actually quite funny.

Bottom line, two hours of good entertainment providing that monsters on rampage is your kind of movie.,","gorilla,monster,wolf,mutation,lizard,giant lizard,based on video game,giant animal,mutant animal,kaiju,albino,giant,rat,genetic experiment,destroyed city,giant gorilla,animal monster,",69,180,"Brad Peyton,"
A Quiet Place,en,False,17000000,/roYyPiQDQKmIKUEhO912693tSja.jpg,http://aquietplacemovie.com,447332,tt6644200,A family is forced to live in silence while hiding from creatures that hunt by sound.,57.711,/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,2018-04-03,340677200,91.0,Released,"If they hear you, they hunt you.",A Quiet Place,False,7.3,9051,"Horror,Drama,Science Fiction,","Sunday Night,Platinum Dunes,Paramount,",A Quiet Place Collection,"en,","US,",6,"This review contains **spoilers**.
So let’s First get this out of The way I’ve never been more frustrated, by people eating popcorn, fidgeting, & Coming in late. 

Anyways form the very start I had so many questions, how’d they get here? Where’d the Monster come from? Etc. And by the end I have no answers and even more questions. Are they gonna survive and kill all the Monsters? Is everyone else dead? Why’d they think to have a baby? But that doesn’t matter.

We’re just tossed into this situation with no explanation to almost anything. The only things we really know is of course making lond sounds means you’re likely gonna die. And High Pitch Sounds Hurts the Monster. 

Wish is a smart Choice and come to think of it is kinda obvious, maybe a little too obvious. Like how’d they never think about that? Either way. 

A quick note for surviving other then the soundproofing here and there. Why not have a sound bomb of sorts, you could just throw? That would have toldy saved the Dad from having to sacrifice him self. 

That isn’t to say they’re stupid they had many Smart decisions such a The sand paths, the box for the baby (wish was kinda sad), the little sound proof room, the Radio, and the fireworks. And that’s just the sound related stuff the Lights and Fires Where also Smart.

Otherwise the cast give us some incredible performances and lots of good chemistry. It probably helps that John and Emily are a real couple. Speaking of wich John Krasinski has Written and Directed a very clever and suspenseful horror film. I’ve never been more scared of corn in my life. Also had jumped at water. 

And the sound department specifically the Foley Artist have never shined greater in any film I have ever seen before. The sound is a way flipped from most horror films as it’s when the music drops and everything goes quiet that the Monster attacks. But not in this case everytime the Monster comes it’s a big moment.

Although I have nothing against a R rating. In fact I’m somethimes more likely to see a film because of a R rating, it shows they have gus and they are willing to take a risk. F*ck you MPAA!!! 

Anyways some times all kinds of unnecessary crap is put in a Film because they like oh yeah we’re rated R. Although that’s not always needed this Film proves a well done PG-13 can still be dark and brutal. Killing a Child with in the first 10ish minuets, is a little dark. Although come on that kid had it Coming as soon as he grab those batteries. there’s almost a bit of blood maybe the MPAA is pulling back on some things. Probably not those F*ck you MPAA!!!

Ok sorry my review is getting to become rated R. 😆

Also I wanted to note for whatever reason I enjoy films where I can count the entire cast.

Along side Get Out it seems people form comedy make better Horror film Directors then most Horror film Directors. It definitely makes sense though it’s all about that timing.


In Short It was a gripping film from start to finish. I’d highly recommend to all Horror and Thriller Fans. Although because of spoilers in this review you probably already saw it. 


So leave a comment and let’s discuss.

No likes,**_No important spoilers here_**

In a **dystopic future**, the humanity has been severely smitten by strange blind creatures that feast on living flesh, both human and animal. In spite of being blind, the creatures have a super hearing and can identify sounds from far away. The creatures are nearly indestructible and very effective killers, and once they hear you, you are most likely dead.

The movie follows a surviving family trying to keep alive in this harsh reality. The movie setup is incredibly well-built to transpire the precaution, the constant fear, and the direful consequences of an unthought action in this terrible future. **The sound effects are awesome**, and the director can successfully use the nearly-constant silence in contrast to the hassle of being followed by those creatures.

The **acting is solid** and helps to immerse the watcher in the well-built plot.

My only regret for this movie is that it ends during a climax, when we are not ready to stop watching it yet. **It could be 30 minutes longer** to explain some missing points and to show what happens after the ending.

Overall, **an awesome movie**, well-thought and beautifully produced in every aspect.,Every time a horror movie does something that I've never seen before, that gets me very excited. _A Quiet Place_ is such a movie. I do believe that maybe _A Quiet Place_ doesn't **quite** deserve the praise that it has received. Not that it isn't a good movie, just that said acclaims have been **so** high, to the point that I think maybe just the fact that it's original isn't enough to earn those laurels.

I still am a fan of the movie, hardline, absolutely, just maybe a little underwhelmed given the reviews.

_Final rating:★★★ - I liked it. Would personally recommend you give it a go._,This is far and away one of the best movies I have ever watched, and I've watched a lot of movies!  The story is original, no  small feat these days, and the acting is just outstanding!  John Krasinski and Emily Blunt, along with the children, bring these characters to life, and make us really care, all without the benefit of well written dialogue.  That's not easy to do, but they do it.  Right from the start, you find yourself drawn into the lives of these people, and can feel the tension, the undercurrent of threat, that they live with every day.  Through all they face, we are also given a picture of a solid family, with a dad and mom doing everything possible to care for their children, the family praying together, holding onto faith even under the most difficult of circumstances, and that family dynamic really strengthens the entire story.  Who do you rely on when all is changed?  When everything goes wrong?  Family.  Along with the acting, the direction, sets, just everything, come together to deliver a truly scary movie, that doesn't rely on flash to terrify you.  Highly recommend this one.  We saw it in the theater, and bought it as soon as it hit the stores.  Top notch work.,This film is terrible. How this pathetic excuse for entertainment has any rating is a mystery. It's an insult to art of film making and to the people who love cinema. Nobody in their right mind would suggest watching this hole ridden, ham acted, utter nonsense themed non-story movie to anybody. Save yourself the hassle, trust me, it's bad.,_**Decent horror flick, but the family members make too many exasperating blunders**_

A family tries to survive on their farm in rural New York while blind indestructible creatures prowl the landscape. The creatures find prey based on sound so they have to be careful to be quiet at all times. Emily Blunt plays the pregnant mother and John Krasinski her husband (Krasinski also directs).  

“A Quiet Place” (2018) is a well-made horror flick that brings to mind “Signs” (2002) with ferocious creatures that mix the xenomorphs of “Alien/Aliens” with the extraterrestrials of “War of the Worlds” (2005). They’re basically a knock-off of the monster in “Cloverfield” (2008), albeit the smaller size of the creatures in those previous flicks.

While this movie gets a lot of praise in some circles, the constant mistakes of the family members gets frustrating and tiresome. I love the tone, however, as well as Emily Blunt and the sumptuous Hudson River-area locations.     

The film runs 1 hour, 30 minutes, and was shot in the state of New York, about 50-65 miles north of the Big Apple (Beacon, Pawling & New Paltz), except for Little Falls, which is another 110 miles northwest.

GRADE: C+/B-,","deaf,fireworks,pregnancy,post-apocalyptic future,alien life-form,child in peril,alien invasion,parenting,survival horror,psychological horror,human vs alien,sign languages,",10,177,"John Krasinski,"
Traffik,en,False,4000000,/wbk9VvJ8lkUF0ElpfRm3dFIzMJf.jpg,http://traffikofficial.com/,473149,tt5670152,"A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.",35.744,/jwsmeU8mYEP6GpxJ2sbCzc2MQmi.jpg,2018-04-20,5132274,96.0,Released,Refuse to Be a Victim,Traffik,False,6.3,330,"Thriller,Horror,","Hidden Empire Film Group,Lionsgate,",,"en,","US,",1,"It's not... **bad** as such, but is mundane. An inconsistent sort of exploitation with no real high points.

_Final rating:★★ - Had some things that appeal to me, but a poor finished product._,","corruption,sheriff,husband wife relationship,small town,gas station,fight,kidnapping,human trafficking,biker,murder,flashback,violence,death,phone,traffik,",17,4,"Deon Taylor,"
Parallel,en,False,0,/uYrWbsvFYZgQF4cwDDPPsnDl8IM.jpg,,426793,tt4922674,"A group of friends stumble upon a mirror that serves as a portal to a ""multiverse"", but soon discover that importing knowledge from the other side in order to better their lives brings increasingly dangerous consequences.",34.865,/eUi9srjugUumdUK8sGO9ndMFXgI.jpg,2018-04-10,0,104.0,Released,You can't go back.,Parallel,False,6.9,5,"Science Fiction,Fantasy,","Bron Studios,",,"en,",,0,,,10,15,"Isaac Ezban,"
Truth or Dare,en,False,3500000,/jrZTNZmcjUVh7DPy6txp93Aczpa.jpg,http://www.blumhousestruthordare.com,460019,tt6772950,"A harmless game of ""Truth or Dare"" among friends turns deadly when someone—or something—begins to punish those who tell a lie—or refuse the dare.",28.085,/ei2waWQAG8NP244WShIFgGu9IOu.jpg,2018-04-12,95330493,100.0,Released,"First you play the game, then the game plays you.",Truth or Dare,False,6.0,2927,"Thriller,Horror,","Blumhouse Productions,Universal Pictures,",,"en,","US,",2,"""A potentially interesting premise that is then left in the hands of an insipid posse of one-dimensional characters to mull over...""

Read the full review here: http://screen-space.squarespace.com/reviews/2018/4/12/truth-or-dare.html,Not particularly good, but surprisingly better than I was expecting. It's pretty easy to find faults in _Truth or Dare_, and sometimes that gets aggravating, but at least it wasn't boring.

_Final rating:★★½ - Had a lot that appealed to me, didn’t quite work as a whole._,","mexico,sacrifice,hallucination,college,rejection,betrayal,demon,game,group of friends,spring break,vulnerability,magic ritual,doppleganger,",34,65,"Jeff Wadlow,"
いぬやしき,ja,False,0,/xPdnOm3ATLWgxvRJXXUywp519zs.jpg,http://inuyashiki-movie.com/,447743,tt6340500,A middle-aged office worker encounters aliens and is gifted with alien technology and limitless powers.,32.353,/en6zRApijsHUEVfBKZDSp0OHlZP.jpg,2018-04-20,0,127.0,Released,,Inuyashiki,False,7.2,33,"Action,Adventure,Science Fiction,Fantasy,",,,"ja,","JP,",0,,"based on manga,",9,3,"Shinsuke Sato,"
Charming,en,False,20000000,/rTefIDfreT1kcjuld8K1wgI3ifp.jpg,https://www.3qumedia.com/charming,354279,tt4086018,"Three fairy tale princesses find themselves engaged to the same guy, Prince Charming.",24.235,/xizxQjNw7gbstkU9YIi2NaZIXW3.jpg,2018-04-20,8751856,90.0,Released,,Charming,False,6.3,118,"Comedy,Music,Family,Animation,","3QU Media,Cinesite,Storyoscopic Films,Vanguard Animation,WV Enterprises,",,"en,","US,",0,,"prince,fairy tale,princess,",20,24,"Ross Venokur,"
Deep Blue Sea 2,en,False,0,/5UKLqsKJIhouJPVr8AQSTuh7S4n.jpg,,492336,tt7086706,"When shark conservationist Dr. Misty Calhoun is invited to consult on a top-secret project run by pharmaceutical billionaire Carl Durant, she is shocked to learn that the company is using unpredictable and highly aggressive bull sharks as its test subjects, which soon break loose and cause havoc.",22.04,/xqjAHXMJLORx9vVsCTJ6ZPJcr3D.jpg,2018-04-17,0,94.0,Released,Stronger. Wiser. Deadlier.,Deep Blue Sea 2,False,5.1,353,"Action,Horror,Science Fiction,","Warner Bros. Pictures,",Deep Blue Sea Collection,"en,","US,",2,"_Deep Blue Sea_ was never that brilliant a movie, and this sequel is a damn sight worse. The original can definitely do without _Deep Blue Sea 2_, and you can definitely do without watching it.

_Final rating:★★ - Had some things that appeal to me, but a poor finished product_.,One of the weakest shark movies out there. No regard for any plot, characterization, or dialogues - all of which look so bad it works against the whole 'creature feature' experience. Save for a few jumpscares and some chase sequences between man and shark, Deep Blue Sea 2 does not impress. (Grade D). TN.,","shark attack,sequel,gore,scientist,shark,",12,80,"Darin Scott,"
I Feel Pretty,en,False,32000000,/3Zb4Du20mvKl0jlOtQ6lCFhpiiT.jpg,https://www.ifeelpretty.movie/,460668,tt6791096,A head injury causes a woman to develop an extraordinary amount of confidence and believe she's drop dead gorgeous.,24.368,/rmP8b6vxbpK1sPinnUqXHKq0VkT.jpg,2018-04-19,94539426,111.0,Released,Change everything Without changing anything.,I Feel Pretty,False,6.4,1597,"Comedy,Romance,","Wonderland Sound and Vision,Huayi Brothers Pictures,Voltage Pictures,Universal Pictures,STX Entertainment,",,"en,","CN,US,",0,,"confidence,delusion,head injury,cosmetics,",41,21,"Marc Silverstein,"
